franchise,team,year,coaches_text,coaches_id
IND,IND,1969,"L. Staverman (2-7), S. Leonard (42-27)",stavela01c|leonasl01c
IND,IND,1968,L. Staverman (38-40),stavela01c
LAC,LAC,2018,D. Rivers (11-15),riverdo01c
LAC,LAC,2017,D. Rivers (51-31),riverdo01c
LAC,LAC,2016,D. Rivers (53-29),riverdo01c
LAC,LAC,2015,D. Rivers (56-26),riverdo01c
LAC,LAC,2014,D. Rivers (57-25),riverdo01c
LAC,LAC,2013,V. Del Negro (56-26),delnevi01c
LAC,LAC,2012,V. Del Negro (40-26),delnevi01c
LAC,LAC,2011,V. Del Negro (32-50),delnevi01c
LAC,LAC,2010,"M. Dunleavy (21-28), K. Hughes (8-25)",dunlemi01c|hugheki01c
LAC,LAC,2009,M. Dunleavy (19-63),dunlemi01c
LAC,LAC,2008,M. Dunleavy (23-59),dunlemi01c
LAC,LAC,2007,M. Dunleavy (40-42),dunlemi01c
LAC,LAC,2006,M. Dunleavy (47-35),dunlemi01c
LAC,LAC,2005,M. Dunleavy (37-45),dunlemi01c
LAC,LAC,2004,M. Dunleavy (28-54),dunlemi01c
LAC,LAC,2003,"A. Gentry (19-39), D. Johnson (8-16)",gentral99c|johnsde01c
LAC,LAC,2002,A. Gentry (39-43),gentral99c
LAC,LAC,2001,A. Gentry (31-51),gentral99c
LAC,LAC,2000,"C. Ford (11-34), J. Todd (4-33)",fordch01c|toddji99c
LAC,LAC,1999,C. Ford (9-41),fordch01c
LAC,LAC,1998,B. Fitch (17-65),fitchbi99c
LAC,LAC,1997,B. Fitch (36-46),fitchbi99c
LAC,LAC,1996,B. Fitch (29-53),fitchbi99c
LAC,LAC,1995,B. Fitch (17-65),fitchbi99c
LAC,LAC,1994,B. Weiss (27-55),weissbo01c
LAC,LAC,1993,L. Brown (41-41),brownla01c
LAC,LAC,1992,"M. Schuler (21-24), M. Calvin (1-1), L. Brown (23-12)",schulmi99c|calvima01c|brownla01c
LAC,LAC,1991,M. Schuler (31-51),schulmi99c
LAC,LAC,1990,D. Casey (30-52),caseybo99c
LAC,LAC,1989,"G. Shue (10-28), D. Casey (11-33)",shuege01c|caseybo99c
LAC,LAC,1988,G. Shue (17-65),shuege01c
LAC,LAC,1987,D. Chaney (12-70),chanedo01c
LAC,LAC,1986,D. Chaney (32-50),chanedo01c
LAC,LAC,1985,"J. Lynam (22-39), D. Chaney (9-12)",lynamji99c|chanedo01c
LAC,LAC,1984,J. Lynam (30-52),lynamji99c
LAC,LAC,1983,P. Silas (25-57),silaspa01c
LAC,LAC,1982,P. Silas (17-65),silaspa01c
LAC,LAC,1981,P. Silas (36-46),silaspa01c
LAC,LAC,1980,G. Shue (35-47),shuege01c
LAC,LAC,1979,G. Shue (43-39),shuege01c
LAC,LAC,1978,C. Fitzsimmons (27-55),fitzsco99c
LAC,LAC,1977,"T. Locke (16-30), B. MacKinnon (3-4), J. Mullaney (11-18)",locketa99c|mackibo99c|mullajo01c
LAC,LAC,1976,J. Ramsay (46-36),ramsaja99c
LAC,LAC,1975,J. Ramsay (49-33),ramsaja99c
LAC,LAC,1974,J. Ramsay (42-40),ramsaja99c
LAC,LAC,1973,J. Ramsay (21-61),ramsaja99c
LAC,LAC,1972,"D. Schayes (0-1), J. McCarthy (22-59)",schaydo01c|mccarjo01c
LAC,LAC,1971,D. Schayes (22-60),schaydo01c
LAL,LAL,2018,L. Walton (10-17),waltolu01c
LAL,LAL,2017,L. Walton (26-56),waltolu01c
LAL,LAL,2016,B. Scott (17-65),scottby01c
LAL,LAL,2015,B. Scott (21-61),scottby01c
LAL,LAL,2014,M. D'Antoni (27-55),dantomi01c
LAL,LAL,2013,"M. Brown (1-4), B. Bickerstaff (4-1), M. D'Antoni (40-32)",brownmi99c|bickebe99c|dantomi01c
LAL,LAL,2012,M. Brown (41-25),brownmi99c
LAL,LAL,2011,P. Jackson (57-25),jacksph01c
LAL,LAL,2010,P. Jackson (57-25),jacksph01c
LAL,LAL,2009,P. Jackson (65-17),jacksph01c
LAL,LAL,2008,P. Jackson (57-25),jacksph01c
LAL,LAL,2007,P. Jackson (42-40),jacksph01c
LAL,LAL,2006,P. Jackson (45-37),jacksph01c
LAL,LAL,2005,"R. Tomjanovich (24-19), F. Hamblen (10-29)",tomjaru01c|hamblfr99c
LAL,LAL,2004,P. Jackson (56-26),jacksph01c
LAL,LAL,2003,P. Jackson (50-32),jacksph01c
LAL,LAL,2002,P. Jackson (58-24),jacksph01c
LAL,LAL,2001,P. Jackson (56-26),jacksph01c
LAL,LAL,2000,P. Jackson (67-15),jacksph01c
LAL,LAL,1999,"D. Harris (6-6), B. Bertka (1-0), K. Rambis (24-13)",harride99c|bertkbi99c|rambiku01c
LAL,LAL,1998,D. Harris (61-21),harride99c
LAL,LAL,1997,D. Harris (56-26),harride99c
LAL,LAL,1996,D. Harris (53-29),harride99c
LAL,LAL,1995,D. Harris (48-34),harride99c
LAL,LAL,1994,"R. Pfund (27-37), B. Bertka (1-1), M. Johnson (5-11)",pfundra99c|bertkbi99c|johnsma02c
LAL,LAL,1993,R. Pfund (39-43),pfundra99c
LAL,LAL,1992,M. Dunleavy (43-39),dunlemi01c
LAL,LAL,1991,M. Dunleavy (58-24),dunlemi01c
LAL,LAL,1990,P. Riley (63-19),rileypa01c
LAL,LAL,1989,P. Riley (57-25),rileypa01c
LAL,LAL,1988,P. Riley (62-20),rileypa01c
LAL,LAL,1987,P. Riley (65-17),rileypa01c
LAL,LAL,1986,P. Riley (62-20),rileypa01c
LAL,LAL,1985,P. Riley (62-20),rileypa01c
LAL,LAL,1984,P. Riley (54-28),rileypa01c
LAL,LAL,1983,P. Riley (58-24),rileypa01c
LAL,LAL,1982,"P. Westhead (7-4), P. Riley (50-21)",westhpa99c|rileypa01c
LAL,LAL,1981,P. Westhead (54-28),westhpa99c
LAL,LAL,1980,"J. McKinney (10-4), P. Westhead (50-18)",mckinja99c|westhpa99c
LAL,LAL,1979,J. West (47-35),westje01c
LAL,LAL,1978,J. West (45-37),westje01c
LAL,LAL,1977,J. West (53-29),westje01c
LAL,LAL,1976,B. Sharman (40-42),sharmbi01c
LAL,LAL,1975,B. Sharman (30-52),sharmbi01c
LAL,LAL,1974,B. Sharman (47-35),sharmbi01c
LAL,LAL,1973,B. Sharman (60-22),sharmbi01c
LAL,LAL,1972,B. Sharman (69-13),sharmbi01c
LAL,LAL,1971,J. Mullaney (48-34),mullajo01c
LAL,LAL,1970,J. Mullaney (46-36),mullajo01c
LAL,LAL,1969,B. Van Breda Kolff (55-27),vanbrbu01c
LAL,LAL,1968,B. Van Breda Kolff (52-30),vanbrbu01c
LAL,LAL,1967,F. Schaus (36-45),schaufr01c
LAL,LAL,1966,F. Schaus (45-35),schaufr01c
LAL,LAL,1965,F. Schaus (49-31),schaufr01c
LAL,LAL,1964,F. Schaus (42-38),schaufr01c
LAL,LAL,1963,F. Schaus (53-27),schaufr01c
LAL,LAL,1962,F. Schaus (54-26),schaufr01c
LAL,LAL,1961,F. Schaus (36-43),schaufr01c
LAL,LAL,1960,"J. Castellani (11-25), J. Pollard (14-25)",castejo99c|pollaji01c
LAL,LAL,1959,J. Kundla (33-39),kundljo99c
LAL,LAL,1958,"G. Mikan (9-30), J. Kundla (10-23)",mikange01c|kundljo99c
LAL,LAL,1957,J. Kundla (34-38),kundljo99c
LAL,LAL,1956,J. Kundla (33-39),kundljo99c
LAL,LAL,1955,J. Kundla (40-32),kundljo99c
LAL,LAL,1954,J. Kundla (46-26),kundljo99c
LAL,LAL,1953,J. Kundla (48-22),kundljo99c
LAL,LAL,1952,J. Kundla (40-26),kundljo99c
LAL,LAL,1951,J. Kundla (44-24),kundljo99c
LAL,LAL,1950,J. Kundla (51-17),kundljo99c
LAL,LAL,1949,J. Kundla (44-16),kundljo99c
WAS,WAS,2018,S. Brooks (15-13),brooksc01c
WAS,WAS,2017,S. Brooks (49-33),brooksc01c
WAS,WAS,2016,R. Wittman (41-41),wittmra01c
WAS,WAS,2015,R. Wittman (46-36),wittmra01c
WAS,WAS,2014,R. Wittman (44-38),wittmra01c
WAS,WAS,2013,R. Wittman (29-53),wittmra01c
WAS,WAS,2012,"F. Saunders (2-15), R. Wittman (18-31)",saundfl99c|wittmra01c
WAS,WAS,2011,F. Saunders (23-59),saundfl99c
WAS,WAS,2010,F. Saunders (26-56),saundfl99c
WAS,WAS,2009,"E. Jordan (1-10), E. Tapscott (18-53)",jordaed01c|tapsced99c
WAS,WAS,2008,E. Jordan (43-39),jordaed01c
WAS,WAS,2007,E. Jordan (41-41),jordaed01c
WAS,WAS,2006,E. Jordan (42-40),jordaed01c
WAS,WAS,2005,E. Jordan (45-37),jordaed01c
WAS,WAS,2004,E. Jordan (25-57),jordaed01c
WAS,WAS,2003,D. Collins (37-45),collido01c
WAS,WAS,2002,D. Collins (37-45),collido01c
WAS,WAS,2001,L. Hamilton (19-63),hamille99c
WAS,WAS,2000,"G. Heard (14-30), D. Walker (15-23)",heardga01c|walkeda01c
WAS,WAS,1999,"B. Bickerstaff (13-19), J. Brovelli (5-13)",bickebe99c|broveji99c
WAS,WAS,1998,B. Bickerstaff (42-40),bickebe99c
WAS,WAS,1997,"J. Lynam (22-24), B. Staak (0-1), B. Bickerstaff (22-13)",lynamji99c|staakbo99c|bickebe99c
WAS,WAS,1996,J. Lynam (39-43),lynamji99c
WAS,WAS,1995,J. Lynam (21-61),lynamji99c
WAS,WAS,1994,W. Unseld (24-58),unselwe01c
WAS,WAS,1993,W. Unseld (22-60),unselwe01c
WAS,WAS,1992,W. Unseld (25-57),unselwe01c
WAS,WAS,1991,W. Unseld (30-52),unselwe01c
WAS,WAS,1990,W. Unseld (31-51),unselwe01c
WAS,WAS,1989,W. Unseld (40-42),unselwe01c
WAS,WAS,1988,"K. Loughery (8-19), W. Unseld (30-25)",loughke01c|unselwe01c
WAS,WAS,1987,K. Loughery (42-40),loughke01c
WAS,WAS,1986,"G. Shue (32-37), K. Loughery (7-6)",shuege01c|loughke01c
WAS,WAS,1985,G. Shue (40-42),shuege01c
WAS,WAS,1984,G. Shue (35-47),shuege01c
WAS,WAS,1983,G. Shue (42-40),shuege01c
WAS,WAS,1982,G. Shue (43-39),shuege01c
WAS,WAS,1981,G. Shue (39-43),shuege01c
WAS,WAS,1980,D. Motta (39-43),mottadi99c
WAS,WAS,1979,D. Motta (54-28),mottadi99c
WAS,WAS,1978,D. Motta (44-38),mottadi99c
WAS,WAS,1977,D. Motta (48-34),mottadi99c
WAS,WAS,1976,K. Jones (48-34),joneskc01c
WAS,WAS,1975,K. Jones (60-22),joneskc01c
WAS,WAS,1974,K. Jones (47-35),joneskc01c
WAS,WAS,1973,G. Shue (52-30),shuege01c
WAS,WAS,1972,G. Shue (38-44),shuege01c
WAS,WAS,1971,G. Shue (42-40),shuege01c
WAS,WAS,1970,G. Shue (50-32),shuege01c
WAS,WAS,1969,G. Shue (57-25),shuege01c
WAS,WAS,1968,G. Shue (36-46),shuege01c
WAS,WAS,1967,"M. Farmer (1-8), B. Jeannette (3-13), G. Shue (16-40)",farmemi01c|jeannbu01c|shuege01c
WAS,WAS,1966,P. Seymour (38-42),seymopa01c
WAS,WAS,1965,B. Jeannette (37-43),jeannbu01c
WAS,WAS,1964,S. Leonard (31-49),leonasl01c
WAS,WAS,1963,"J. McMahon (12-26), S. Leonard (13-29)",mcmahja01c|leonasl01c
WAS,WAS,1962,J. Pollard (18-62),pollaji01c
