team,season,game_num,date,result
arkansas,2008,7,2008-10-18,L
arkansas,2008,8,2008-10-25,L
arkansas,2008,9,2008-11-01,W
arkansas,2008,10,2008-11-08,L
arkansas,2008,11,2008-11-22,L
arkansas,2008,12,2008-11-28,W
arkansas,2009,1,2009-09-05,W
arkansas,2009,2,2009-09-19,L
arkansas,2009,3,2009-09-26,L
arkansas,2009,4,2009-10-03,W
arkansas,2009,5,2009-10-10,W
arkansas,2009,6,2009-10-17,L
arkansas,2009,7,2009-10-24,L
arkansas,2009,8,2009-10-31,W
arkansas,2009,9,2009-11-07,W
arkansas,2009,10,2009-11-14,W
arkansas,2009,11,2009-11-21,W
arkansas,2009,12,2009-11-28,L
arkansas,2009,13,2010-01-02,W
arkansas,2010,1,2010-09-04,W
arkansas,2010,2,2010-09-11,W
arkansas,2010,3,2010-09-18,W
arkansas,2010,4,2010-09-25,L
arkansas,2010,5,2010-10-09,W
arkansas,2010,6,2010-10-16,L
arkansas,2010,7,2010-10-23,W
arkansas,2010,8,2010-10-30,W
arkansas,2010,9,2010-11-06,W
arkansas,2010,10,2010-11-13,W
arkansas,2010,11,2010-11-20,W
arkansas,2010,12,2010-11-27,W
arkansas,2010,13,2011-01-04,L
arkansas,2011,1,2011-09-03,W
arkansas,2011,2,2011-09-10,W
arkansas,2011,3,2011-09-17,W
arkansas,2011,4,2011-09-24,L
arkansas,2011,5,2011-10-01,W
arkansas,2011,6,2011-10-08,W
arkansas,2011,7,2011-10-22,W
arkansas,2011,8,2011-10-29,W
arkansas,2011,9,2011-11-05,W
arkansas,2011,10,2011-11-12,W
arkansas,2011,11,2011-11-19,W
arkansas,2011,12,2011-11-25,L
arkansas,2011,13,2012-01-06,W
arkansas,2012,1,2012-09-01,W
arkansas,2012,2,2012-09-08,L
arkansas,2012,3,2012-09-15,L
arkansas,2012,4,2012-09-22,L
arkansas,2012,5,2012-09-29,L
arkansas,2012,6,2012-10-06,W
arkansas,2012,7,2012-10-13,W
arkansas,2012,8,2012-10-27,L
arkansas,2012,9,2012-11-03,W
arkansas,2012,10,2012-11-10,L
arkansas,2012,11,2012-11-17,L
arkansas,2012,12,2012-11-23,L
arkansas,2013,1,2013-08-31,W
arkansas,2013,2,2013-09-07,W
arkansas,2013,3,2013-09-14,W
arkansas,2013,4,2013-09-21,L
arkansas,2013,5,2013-09-28,L
arkansas,2013,6,2013-10-05,L
arkansas,2013,7,2013-10-12,L
arkansas,2013,8,2013-10-19,L
arkansas,2013,9,2013-11-02,L
arkansas,2013,10,2013-11-09,L
arkansas,2013,11,2013-11-23,L
arkansas,2013,12,2013-11-29,L
arkansas,2014,1,2014-08-30,L
arkansas,2014,2,2014-09-06,W
arkansas,2014,3,2014-09-13,W
arkansas,2014,4,2014-09-20,W
arkansas,2014,5,2014-09-27,L
arkansas,2014,6,2014-10-11,L
arkansas,2014,7,2014-10-18,L
arkansas,2014,8,2014-10-25,W
arkansas,2014,9,2014-11-01,L
arkansas,2014,10,2014-11-15,W
arkansas,2014,11,2014-11-22,W
arkansas,2014,12,2014-11-28,L
arkansas,2014,13,2014-12-29,W
arkansas,2015,1,2015-09-05,W
arkansas,2015,2,2015-09-12,L
arkansas,2015,3,2015-09-19,L
arkansas,2015,4,2015-09-26,L
arkansas,2015,5,2015-10-03,W
arkansas,2015,6,2015-10-10,L
arkansas,2015,7,2015-10-24,W
arkansas,2015,8,2015-10-31,W
arkansas,2015,9,2015-11-07,W
arkansas,2015,10,2015-11-14,W
arkansas,2015,11,2015-11-21,L
arkansas,2015,12,2015-11-27,W
arkansas,2015,13,2016-01-02,W
arkansas,2016,1,2016-09-03,W
arkansas,2016,2,2016-09-10,W
arkansas,2016,3,2016-09-17,W
arkansas,2016,4,2016-09-24,L
arkansas,2016,5,2016-10-01,W
arkansas,2016,6,2016-10-08,L
arkansas,2016,7,2016-10-15,W
arkansas,2016,8,2016-10-22,L
arkansas,2016,9,2016-11-05,W
arkansas,2016,10,2016-11-12,L
arkansas,2016,11,2016-11-19,W
arkansas,2016,12,2016-11-25,L
arkansas,2016,13,2016-12-29,L
auburn,2000,1,2000-08-31,W
auburn,2000,2,2000-09-09,W
auburn,2000,3,2000-09-16,W
auburn,2000,4,2000-09-23,W
auburn,2000,5,2000-09-30,W
auburn,2000,6,2000-10-07,L
auburn,2000,7,2000-10-14,L
auburn,2000,8,2000-10-21,W
auburn,2000,9,2000-10-28,W
auburn,2000,10,2000-11-11,W
auburn,2000,11,2000-11-18,W
auburn,2000,12,2000-12-02,L
auburn,2001,1,2001-09-01,W
auburn,2001,2,2001-09-08,W
auburn,2001,3,2001-09-22,L
auburn,2001,4,2001-09-29,W
auburn,2001,5,2001-10-06,W
auburn,2001,6,2001-10-13,W
auburn,2001,7,2001-10-20,W
auburn,2001,8,2001-10-27,L
auburn,2001,9,2001-11-10,W
auburn,2001,10,2001-11-17,L
auburn,2001,11,2001-12-01,L
auburn,2002,1,2002-09-02,L
auburn,2002,2,2002-09-07,W
auburn,2002,3,2002-09-14,W
auburn,2002,4,2002-09-19,W
auburn,2002,5,2002-09-28,W
auburn,2002,6,2002-10-12,L
auburn,2002,7,2002-10-19,L
auburn,2002,8,2002-10-26,W
auburn,2002,9,2002-11-02,W
auburn,2002,10,2002-11-09,W
auburn,2002,11,2002-11-16,L
auburn,2002,12,2002-11-23,W
auburn,2002,13,2003-01-01,W
auburn,2003,1,2003-08-30,L
auburn,2003,2,2003-09-06,L
auburn,2003,3,2003-09-13,W
auburn,2003,4,2003-09-27,W
auburn,2003,5,2003-10-04,W
auburn,2003,6,2003-10-11,W
auburn,2003,7,2003-10-18,W
auburn,2003,8,2003-10-25,L
auburn,2003,9,2003-11-01,W
auburn,2003,10,2003-11-08,L
auburn,2003,11,2003-11-15,L
auburn,2003,12,2003-11-22,W
auburn,2003,13,2003-12-31,W
auburn,2004,1,2004-09-04,W
auburn,2004,2,2004-09-11,W
auburn,2004,3,2004-09-18,W
auburn,2004,4,2004-09-25,W
auburn,2004,5,2004-10-02,W
auburn,2004,6,2004-10-09,W
auburn,2004,7,2004-10-16,W
auburn,2004,8,2004-10-23,W
auburn,2004,9,2004-10-30,W
auburn,2004,10,2004-11-13,W
auburn,2004,11,2004-11-20,W
auburn,2004,12,2004-12-04,W
auburn,2004,13,2005-01-03,W
auburn,2005,1,2005-09-03,L
auburn,2005,2,2005-09-10,W
auburn,2005,3,2005-09-17,W
auburn,2005,4,2005-09-24,W
auburn,2005,5,2005-10-01,W
auburn,2005,6,2005-10-15,W
auburn,2005,7,2005-10-22,L
auburn,2005,8,2005-10-29,W
auburn,2005,9,2005-11-05,W
auburn,2005,10,2005-11-12,W
auburn,2005,11,2005-11-19,W
auburn,2005,12,2006-01-02,L
auburn,2006,1,2006-09-02,W
auburn,2006,2,2006-09-09,W
auburn,2006,3,2006-09-16,W
auburn,2006,4,2006-09-23,W
auburn,2006,5,2006-09-28,W
auburn,2006,6,2006-10-07,L
auburn,2006,7,2006-10-14,W
auburn,2006,8,2006-10-21,W
auburn,2006,9,2006-10-28,W
auburn,2006,10,2006-11-04,W
auburn,2006,11,2006-11-11,L
auburn,2006,12,2006-11-18,W
auburn,2006,13,2007-01-01,W
auburn,2007,1,2007-09-01,W
auburn,2007,2,2007-09-08,L
auburn,2007,3,2007-09-15,L
auburn,2007,4,2007-09-22,W
auburn,2007,5,2007-09-29,W
auburn,2007,6,2007-10-06,W
auburn,2007,7,2007-10-13,W
auburn,2007,8,2007-10-20,L
auburn,2007,9,2007-10-27,W
auburn,2007,10,2007-11-03,W
auburn,2007,11,2007-11-10,L
auburn,2007,12,2007-11-24,W
auburn,2007,13,2007-12-31,W
auburn,2008,1,2008-08-30,W
auburn,2008,2,2008-09-06,W
auburn,2008,3,2008-09-13,W
auburn,2008,4,2008-09-20,L
auburn,2008,5,2008-09-27,W
auburn,2008,6,2008-10-04,L
auburn,2008,7,2008-10-11,L
auburn,2008,8,2008-10-23,L
auburn,2008,9,2008-11-01,L
auburn,2008,10,2008-11-08,W
auburn,2008,11,2008-11-15,L
auburn,2008,12,2008-11-29,L
auburn,2009,1,2009-09-05,W
auburn,2009,2,2009-09-12,W
auburn,2009,3,2009-09-19,W
auburn,2009,4,2009-09-26,W
auburn,2009,5,2009-10-03,W
auburn,2009,6,2009-10-10,L
auburn,2009,7,2009-10-17,L
auburn,2009,8,2009-10-24,L
auburn,2009,9,2009-10-31,W
auburn,2009,10,2009-11-07,W
auburn,2009,11,2009-11-14,L
auburn,2009,12,2009-11-27,L
auburn,2009,13,2010-01-01,W
auburn,2010,1,2010-09-04,W
auburn,2010,2,2010-09-09,W
auburn,2010,3,2010-09-18,W
auburn,2010,4,2010-09-25,W
auburn,2010,5,2010-10-02,W
auburn,2010,6,2010-10-09,W
auburn,2010,7,2010-10-16,W
auburn,2010,8,2010-10-23,W
auburn,2010,9,2010-10-30,W
auburn,2010,10,2010-11-06,W
auburn,2010,11,2010-11-13,W
auburn,2010,12,2010-11-26,W
auburn,2010,13,2010-12-04,W
auburn,2010,14,2011-01-10,W
auburn,2011,1,2011-09-03,W
auburn,2011,2,2011-09-10,W
auburn,2011,3,2011-09-17,L
auburn,2011,4,2011-09-24,W
auburn,2011,5,2011-10-01,W
auburn,2011,6,2011-10-08,L
auburn,2011,7,2011-10-15,W
auburn,2011,8,2011-10-22,L
auburn,2011,9,2011-10-29,W
auburn,2011,10,2011-11-12,L
auburn,2011,11,2011-11-19,W
auburn,2011,12,2011-11-26,L
auburn,2011,13,2011-12-31,W
auburn,2012,1,2012-09-01,L
auburn,2012,2,2012-09-08,L
auburn,2012,3,2012-09-15,W
auburn,2012,4,2012-09-22,L
auburn,2012,5,2012-10-06,L
auburn,2012,6,2012-10-13,L
auburn,2012,7,2012-10-20,L
auburn,2012,8,2012-10-27,L
auburn,2012,9,2012-11-03,W
auburn,2012,10,2012-11-10,L
auburn,2012,11,2012-11-17,W
auburn,2012,12,2012-11-24,L
auburn,2013,1,2013-08-31,W
auburn,2013,2,2013-09-07,W
auburn,2013,3,2013-09-14,W
auburn,2013,4,2013-09-21,L
auburn,2013,5,2013-10-05,W
auburn,2013,6,2013-10-12,W
auburn,2013,7,2013-10-19,W
auburn,2013,8,2013-10-26,W
auburn,2013,9,2013-11-02,W
auburn,2013,10,2013-11-09,W
auburn,2013,11,2013-11-16,W
auburn,2013,12,2013-11-30,W
auburn,2013,13,2013-12-07,W
auburn,2013,14,2014-01-06,L
auburn,2014,1,2014-08-30,W
auburn,2014,2,2014-09-06,W
auburn,2014,3,2014-09-18,W
auburn,2014,4,2014-09-27,W
auburn,2014,5,2014-10-04,W
auburn,2014,6,2014-10-11,L
auburn,2014,7,2014-10-25,W
auburn,2014,8,2014-11-01,W
auburn,2014,9,2014-11-08,L
auburn,2014,10,2014-11-15,L
auburn,2014,11,2014-11-22,W
auburn,2014,12,2014-11-29,L
auburn,2014,13,2015-01-01,L
auburn,2015,1,2015-09-05,W
auburn,2015,2,2015-09-12,W
auburn,2015,3,2015-09-19,L
auburn,2015,4,2015-09-26,L
auburn,2015,5,2015-10-03,W
auburn,2015,6,2015-10-15,W
auburn,2015,7,2015-10-24,L
auburn,2015,8,2015-10-31,L
auburn,2015,9,2015-11-07,W
auburn,2015,10,2015-11-14,L
auburn,2015,11,2015-11-21,W
auburn,2015,12,2015-11-28,L
auburn,2015,13,2015-12-30,W
auburn,2016,1,2016-09-03,L
auburn,2016,2,2016-09-10,W
auburn,2016,3,2016-09-17,L
auburn,2016,4,2016-09-24,W
auburn,2016,5,2016-10-01,W
auburn,2016,6,2016-10-08,W
auburn,2016,7,2016-10-22,W
auburn,2016,8,2016-10-29,W
auburn,2016,9,2016-11-05,W
auburn,2016,10,2016-11-12,L
auburn,2016,11,2016-11-19,W
auburn,2016,12,2016-11-26,L
auburn,2016,13,2017-01-02,L
baylor,2000,1,2000-08-31,W
baylor,2000,2,2000-09-16,L
baylor,2000,3,2000-09-23,W
baylor,2000,4,2000-09-30,L
baylor,2000,5,2000-10-07,L
baylor,2000,6,2000-10-14,L
baylor,2000,7,2000-10-21,L
baylor,2000,8,2000-10-28,L
baylor,2000,9,2000-11-04,L
baylor,2000,10,2000-11-11,L
baylor,2000,11,2000-11-18,L
baylor,2001,1,2001-09-08,W
baylor,2001,2,2001-09-22,W
baylor,2001,3,2001-09-29,L
baylor,2001,4,2001-10-06,L
baylor,2001,5,2001-10-13,L
baylor,2001,6,2001-10-20,L
baylor,2001,7,2001-10-27,L
baylor,2001,8,2001-11-03,L
baylor,2001,9,2001-11-10,L
baylor,2001,10,2001-11-17,L
baylor,2001,11,2001-11-24,W
baylor,2002,1,2002-08-31,L
baylor,2002,2,2002-09-07,W
baylor,2002,3,2002-09-14,L
baylor,2002,4,2002-09-21,W
baylor,2002,5,2002-10-05,W
baylor,2002,6,2002-10-12,L
baylor,2002,7,2002-10-19,L
baylor,2002,8,2002-10-26,L
baylor,2002,9,2002-11-02,L
baylor,2002,10,2002-11-09,L
baylor,2002,11,2002-11-16,L
baylor,2002,12,2002-11-23,L
baylor,2003,1,2003-08-30,L
baylor,2003,2,2003-09-06,L
baylor,2003,3,2003-09-13,W
baylor,2003,4,2003-09-20,W
baylor,2003,5,2003-10-04,W
baylor,2003,6,2003-10-11,L
baylor,2003,7,2003-10-18,L
baylor,2003,8,2003-10-25,L
baylor,2003,9,2003-11-01,L
baylor,2003,10,2003-11-08,L
baylor,2003,11,2003-11-15,L
baylor,2003,12,2003-11-22,L
baylor,2004,1,2004-09-04,L
baylor,2004,2,2004-09-11,W
baylor,2004,3,2004-09-25,W
baylor,2004,4,2004-10-02,L
baylor,2004,5,2004-10-09,L
baylor,2004,6,2004-10-16,L
baylor,2004,7,2004-10-23,L
baylor,2004,8,2004-10-30,W
baylor,2004,9,2004-11-06,L
baylor,2004,10,2004-11-13,L
baylor,2004,11,2004-11-20,L
baylor,2005,1,2005-09-03,W
baylor,2005,2,2005-09-10,W
baylor,2005,3,2005-09-17,W
baylor,2005,4,2005-10-01,L
baylor,2005,5,2005-10-08,W
baylor,2005,6,2005-10-15,L
baylor,2005,7,2005-10-22,L
baylor,2005,8,2005-10-29,L
baylor,2005,9,2005-11-05,L
baylor,2005,10,2005-11-12,L
baylor,2005,11,2005-11-19,W
baylor,2006,1,2006-09-03,L
baylor,2006,2,2006-09-09,W
baylor,2006,3,2006-09-16,L
baylor,2006,4,2006-09-23,L
baylor,2006,5,2006-09-30,W
baylor,2006,6,2006-10-07,W
baylor,2006,7,2006-10-14,L
baylor,2006,8,2006-10-21,W
baylor,2006,9,2006-10-28,L
baylor,2006,10,2006-11-04,L
baylor,2006,11,2006-11-11,L
baylor,2006,12,2006-11-18,L
baylor,2007,1,2007-09-01,L
baylor,2007,2,2007-09-08,W
baylor,2007,3,2007-09-15,W
baylor,2007,4,2007-09-22,W
baylor,2007,5,2007-09-29,L
baylor,2007,6,2007-10-06,L
baylor,2007,7,2007-10-13,L
baylor,2007,8,2007-10-20,L
baylor,2007,9,2007-10-27,L
baylor,2007,10,2007-11-03,L
baylor,2007,11,2007-11-10,L
baylor,2007,12,2007-11-17,L
baylor,2008,1,2008-08-28,L
baylor,2008,2,2008-09-06,W
baylor,2008,3,2008-09-12,W
baylor,2008,4,2008-09-19,L
baylor,2008,5,2008-10-04,L
baylor,2008,6,2008-10-11,W
baylor,2008,7,2008-10-18,L
baylor,2008,8,2008-10-25,L
baylor,2008,9,2008-11-01,L
baylor,2008,10,2008-11-08,L
baylor,2008,11,2008-11-15,W
baylor,2008,12,2008-11-29,L
baylor,2009,1,2009-09-05,W
baylor,2009,2,2009-09-19,L
baylor,2009,3,2009-09-26,W
baylor,2009,4,2009-10-03,W
baylor,2009,5,2009-10-10,L
baylor,2009,6,2009-10-17,L
baylor,2009,7,2009-10-24,L
baylor,2009,8,2009-10-31,L
baylor,2009,9,2009-11-07,W
baylor,2009,10,2009-11-14,L
baylor,2009,11,2009-11-21,L
baylor,2009,12,2009-11-28,L
baylor,2010,1,2010-09-04,W
baylor,2010,2,2010-09-11,W
baylor,2010,3,2010-09-18,L
baylor,2010,4,2010-09-25,W
baylor,2010,5,2010-10-02,W
baylor,2010,6,2010-10-09,L
baylor,2010,7,2010-10-16,W
baylor,2010,8,2010-10-23,W
baylor,2010,9,2010-10-30,W
baylor,2010,10,2010-11-06,L
baylor,2010,11,2010-11-13,L
baylor,2010,12,2010-11-20,L
baylor,2010,13,2010-12-29,L
baylor,2011,1,2011-09-02,W
baylor,2011,2,2011-09-17,W
baylor,2011,3,2011-09-24,W
baylor,2011,4,2011-10-01,L
baylor,2011,5,2011-10-08,W
baylor,2011,6,2011-10-15,L
baylor,2011,7,2011-10-29,L
baylor,2011,8,2011-11-05,W
baylor,2011,9,2011-11-12,W
baylor,2011,10,2011-11-19,W
baylor,2011,11,2011-11-26,W
baylor,2011,12,2011-12-03,W
baylor,2011,13,2011-12-29,W
baylor,2012,1,2012-09-02,W
baylor,2012,2,2012-09-15,W
baylor,2012,3,2012-09-21,W
baylor,2012,4,2012-09-29,L
baylor,2012,5,2012-10-13,L
baylor,2012,6,2012-10-20,L
baylor,2012,7,2012-10-27,L
baylor,2012,8,2012-11-03,W
baylor,2012,9,2012-11-10,L
baylor,2012,10,2012-11-17,W
baylor,2012,11,2012-11-24,W
baylor,2012,12,2012-12-01,W
baylor,2012,13,2012-12-27,W
baylor,2013,1,2013-08-31,W
baylor,2013,2,2013-09-07,W
baylor,2013,3,2013-09-21,W
baylor,2013,4,2013-10-05,W
baylor,2013,5,2013-10-12,W
baylor,2013,6,2013-10-19,W
baylor,2013,7,2013-10-26,W
baylor,2013,8,2013-11-07,W
baylor,2013,9,2013-11-16,W
baylor,2013,10,2013-11-23,L
baylor,2013,11,2013-11-30,W
baylor,2013,12,2013-12-07,W
baylor,2013,13,2014-01-01,L
baylor,2014,1,2014-08-31,W
baylor,2014,2,2014-09-06,W
baylor,2014,3,2014-09-12,W
baylor,2014,4,2014-09-27,W
baylor,2014,5,2014-10-04,W
baylor,2014,6,2014-10-11,W
baylor,2014,7,2014-10-18,L
baylor,2014,8,2014-11-01,W
baylor,2014,9,2014-11-08,W
baylor,2014,10,2014-11-22,W
baylor,2014,11,2014-11-29,W
baylor,2014,12,2014-12-06,W
baylor,2014,13,2015-01-01,L
baylor,2015,1,2015-09-04,W
baylor,2015,2,2015-09-12,W
baylor,2015,3,2015-09-26,W
baylor,2015,4,2015-10-03,W
baylor,2015,5,2015-10-10,W
baylor,2015,6,2015-10-17,W
baylor,2015,7,2015-10-24,W
baylor,2015,8,2015-11-05,W
baylor,2015,9,2015-11-14,L
baylor,2015,10,2015-11-21,W
baylor,2015,11,2015-11-27,L
baylor,2015,12,2015-12-05,L
baylor,2015,13,2015-12-29,W
baylor,2016,1,2016-09-02,W
baylor,2016,2,2016-09-10,W
baylor,2016,3,2016-09-16,W
baylor,2016,4,2016-09-24,W
baylor,2016,5,2016-10-01,W
baylor,2016,6,2016-10-15,W
baylor,2016,7,2016-10-29,L
baylor,2016,8,2016-11-05,L
baylor,2016,9,2016-11-12,L
baylor,2016,10,2016-11-19,L
baylor,2016,11,2016-11-25,L
baylor,2016,12,2016-12-03,L
baylor,2016,13,2016-12-27,W
boston-college,2000,1,2000-09-02,L
boston-college,2000,2,2000-09-09,W
boston-college,2000,3,2000-09-23,W
boston-college,2000,4,2000-09-30,L
boston-college,2000,5,2000-10-07,W
boston-college,2000,6,2000-10-14,W
boston-college,2000,7,2000-10-21,L
boston-college,2000,8,2000-10-28,W
boston-college,2000,9,2000-11-04,W
boston-college,2000,10,2000-11-11,L
boston-college,2000,11,2000-11-25,L
boston-college,2001,1,2001-09-01,W
boston-college,2001,2,2001-09-08,L
boston-college,2001,3,2001-09-22,W
boston-college,2001,4,2001-09-29,W
boston-college,2001,5,2001-10-06,W
boston-college,2001,6,2001-10-13,L
boston-college,2001,7,2001-10-20,W
boston-college,2001,8,2001-10-27,W
boston-college,2001,9,2001-11-10,L
boston-college,2001,10,2001-11-17,W
boston-college,2001,11,2001-11-24,L
boston-college,2002,1,2002-08-31,W
boston-college,2002,2,2002-09-07,W
boston-college,2002,3,2002-09-21,L
boston-college,2002,4,2002-09-28,W
boston-college,2002,5,2002-10-10,L
boston-college,2002,6,2002-10-19,W
boston-college,2002,7,2002-10-26,L
boston-college,2002,8,2002-11-02,W
boston-college,2002,9,2002-11-09,L
boston-college,2002,10,2002-11-16,W
boston-college,2002,11,2002-11-23,W
boston-college,2002,12,2002-11-30,W
boston-college,2002,13,2002-12-26,W
boston-college,2003,1,2003-08-30,L
boston-college,2003,2,2003-09-06,W
boston-college,2003,3,2003-09-13,W
boston-college,2003,4,2003-09-20,L
boston-college,2003,5,2003-09-27,W
boston-college,2003,6,2003-10-11,W
boston-college,2003,7,2003-10-18,L
boston-college,2003,8,2003-10-25,W
boston-college,2003,9,2003-11-01,L
boston-college,2003,10,2003-11-08,L
boston-college,2003,11,2003-11-15,W
boston-college,2003,12,2003-11-22,W
boston-college,2003,13,2003-12-31,W
boston-college,2004,1,2004-09-02,W
boston-college,2004,2,2004-09-11,W
boston-college,2004,3,2004-09-17,W
boston-college,2004,4,2004-09-25,L
boston-college,2004,5,2004-10-02,W
boston-college,2004,6,2004-10-16,L
boston-college,2004,7,2004-10-23,W
boston-college,2004,8,2004-11-06,W
boston-college,2004,9,2004-11-13,W
boston-college,2004,10,2004-11-20,W
boston-college,2004,11,2004-11-27,L
boston-college,2004,12,2004-12-30,W
boston-college,2005,1,2005-09-03,W
boston-college,2005,2,2005-09-10,W
boston-college,2005,3,2005-09-17,L
boston-college,2005,4,2005-09-24,W
boston-college,2005,5,2005-10-01,W
boston-college,2005,6,2005-10-08,W
boston-college,2005,7,2005-10-15,W
boston-college,2005,8,2005-10-27,L
boston-college,2005,9,2005-11-05,L
boston-college,2005,10,2005-11-12,W
boston-college,2005,11,2005-11-19,W
boston-college,2005,12,2005-12-28,W
boston-college,2006,1,2006-08-31,W
boston-college,2006,2,2006-09-09,W
boston-college,2006,3,2006-09-16,W
boston-college,2006,4,2006-09-23,L
boston-college,2006,5,2006-09-30,W
boston-college,2006,6,2006-10-12,W
boston-college,2006,7,2006-10-21,W
boston-college,2006,8,2006-10-28,W
boston-college,2006,9,2006-11-04,L
boston-college,2006,10,2006-11-11,W
boston-college,2006,11,2006-11-18,W
boston-college,2006,12,2006-11-23,L
boston-college,2006,13,2006-12-30,W
boston-college,2007,1,2007-09-01,W
boston-college,2007,2,2007-09-08,W
boston-college,2007,3,2007-09-15,W
boston-college,2007,4,2007-09-22,W
boston-college,2007,5,2007-09-29,W
boston-college,2007,6,2007-10-06,W
boston-college,2007,7,2007-10-13,W
boston-college,2007,8,2007-10-25,W
boston-college,2007,9,2007-11-03,L
boston-college,2007,10,2007-11-10,L
boston-college,2007,11,2007-11-17,W
boston-college,2007,12,2007-11-24,W
boston-college,2007,13,2007-12-01,L
boston-college,2007,14,2007-12-28,W
boston-college,2008,1,2008-08-30,W
boston-college,2008,2,2008-09-06,L
boston-college,2008,3,2008-09-20,W
boston-college,2008,4,2008-09-27,W
boston-college,2008,5,2008-10-04,W
boston-college,2008,6,2008-10-18,W
boston-college,2008,7,2008-10-25,L
boston-college,2008,8,2008-11-01,L
boston-college,2008,9,2008-11-08,W
boston-college,2008,10,2008-11-15,W
boston-college,2008,11,2008-11-22,W
boston-college,2008,12,2008-11-29,W
boston-college,2008,13,2008-12-06,L
boston-college,2008,14,2008-12-31,L
boston-college,2009,1,2009-09-05,W
boston-college,2009,2,2009-09-12,W
boston-college,2009,3,2009-09-19,L
boston-college,2009,4,2009-09-26,W
boston-college,2009,5,2009-10-03,W
boston-college,2009,6,2009-10-10,L
boston-college,2009,7,2009-10-17,W
boston-college,2009,8,2009-10-24,L
boston-college,2009,9,2009-10-31,W
boston-college,2009,10,2009-11-14,W
boston-college,2009,11,2009-11-21,L
boston-college,2009,12,2009-11-28,W
boston-college,2009,13,2009-12-26,L
boston-college,2010,1,2010-09-04,W
boston-college,2010,2,2010-09-11,W
boston-college,2010,3,2010-09-25,L
boston-college,2010,4,2010-10-02,L
boston-college,2010,5,2010-10-09,L
boston-college,2010,6,2010-10-16,L
boston-college,2010,7,2010-10-23,L
boston-college,2010,8,2010-10-30,W
boston-college,2010,9,2010-11-06,W
boston-college,2010,10,2010-11-13,W
boston-college,2010,11,2010-11-20,W
boston-college,2010,12,2010-11-27,W
boston-college,2010,13,2011-01-09,L
boston-college,2011,1,2011-09-03,L
boston-college,2011,2,2011-09-10,L
boston-college,2011,3,2011-09-17,L
boston-college,2011,4,2011-09-24,W
boston-college,2011,5,2011-10-01,L
boston-college,2011,6,2011-10-08,L
boston-college,2011,7,2011-10-22,L
boston-college,2011,8,2011-10-29,W
boston-college,2011,9,2011-11-03,L
boston-college,2011,10,2011-11-12,W
boston-college,2011,11,2011-11-19,L
boston-college,2011,12,2011-11-25,W
boston-college,2012,1,2012-09-01,L
boston-college,2012,2,2012-09-08,W
boston-college,2012,3,2012-09-15,L
boston-college,2012,4,2012-09-29,L
boston-college,2012,5,2012-10-06,L
boston-college,2012,6,2012-10-13,L
boston-college,2012,7,2012-10-20,L
boston-college,2012,8,2012-10-27,W
boston-college,2012,9,2012-11-03,L
boston-college,2012,10,2012-11-10,L
boston-college,2012,11,2012-11-17,L
boston-college,2012,12,2012-11-24,L
boston-college,2013,1,2013-08-31,W
boston-college,2013,2,2013-09-06,W
boston-college,2013,3,2013-09-14,L
boston-college,2013,4,2013-09-28,L
boston-college,2013,5,2013-10-05,W
boston-college,2013,6,2013-10-12,L
boston-college,2013,7,2013-10-26,L
boston-college,2013,8,2013-11-02,W
boston-college,2013,9,2013-11-09,W
boston-college,2013,10,2013-11-16,W
boston-college,2013,11,2013-11-23,W
boston-college,2013,12,2013-11-30,L
boston-college,2013,13,2013-12-31,L
boston-college,2014,1,2014-08-30,W
boston-college,2014,2,2014-09-05,L
