team,year,coaches_text
iowa-state,1905,
iowa-state,1904,
iowa-state,1903,
iowa-state,1902,
iowa-state,1901,
iowa-state,1900,
iowa-state,1899,Joe Meyers (5-4-1)
iowa-state,1895,
kansas,2017,David Beaty (1-4)
kansas,2016,David Beaty (2-10)
kansas,2015,David Beaty (0-12)
kansas,2014,"Charlie Weis (2-2), Clint Bowen (1-7)"
kansas,2013,Charlie Weis (3-9)
kansas,2012,Charlie Weis (1-11)
kansas,2011,Turner Gill (2-10)
kansas,2010,Turner Gill (3-9)
kansas,2009,Mark Mangino (5-7)
kansas,2008,Mark Mangino (8-5)
kansas,2007,Mark Mangino (12-1)
kansas,2006,Mark Mangino (6-6)
kansas,2005,Mark Mangino (7-5)
kansas,2004,Mark Mangino (4-7)
kansas,2003,Mark Mangino (6-7)
kansas,2002,Mark Mangino (2-10)
kansas,2001,"Terry Allen (2-6), Tom Hayes (1-2)"
kansas,2000,Terry Allen (4-7)
kansas,1999,Terry Allen (5-7)
kansas,1998,Terry Allen (4-7)
kansas,1997,Terry Allen (5-6)
kansas,1996,Glen Mason (4-7)
kansas,1995,Glen Mason (10-2)
kansas,1994,Glen Mason (6-5)
kansas,1993,Glen Mason (5-7)
kansas,1992,Glen Mason (8-4)
kansas,1991,Glen Mason (6-5)
kansas,1990,Glen Mason (3-7-1)
kansas,1989,Glen Mason (4-7)
kansas,1988,Glen Mason (1-10)
kansas,1987,Bob Valesente (1-9-1)
kansas,1986,Bob Valesente (3-8)
kansas,1985,Mike Gottfried (6-6)
kansas,1984,Mike Gottfried (5-6)
kansas,1983,Mike Gottfried (4-6-1)
kansas,1982,Don Fambrough (2-7-2)
kansas,1981,Don Fambrough (8-4)
kansas,1980,Don Fambrough (4-5-2)
kansas,1979,Don Fambrough (3-8)
kansas,1978,Bud Moore (1-10)
kansas,1977,Bud Moore (3-7-1)
kansas,1976,Bud Moore (6-5)
kansas,1975,Bud Moore (7-5)
kansas,1974,Don Fambrough (4-7)
kansas,1973,Don Fambrough (7-4-1)
kansas,1972,Don Fambrough (4-7)
kansas,1971,Don Fambrough (4-7)
kansas,1970,Pepper Rodgers (5-6)
kansas,1969,Pepper Rodgers (1-9)
kansas,1968,Pepper Rodgers (9-2)
kansas,1967,Pepper Rodgers (5-5)
kansas,1966,Jack Mitchell (2-7-1)
kansas,1965,Jack Mitchell (2-8)
kansas,1964,Jack Mitchell (6-4)
kansas,1963,Jack Mitchell (5-5)
kansas,1962,Jack Mitchell (6-3-1)
kansas,1961,Jack Mitchell (7-3-1)
kansas,1960,Jack Mitchell (7-2-1)
kansas,1959,Jack Mitchell (5-5)
kansas,1958,Jack Mitchell (4-5-1)
kansas,1957,Chuck Mather (5-4-1)
kansas,1956,Chuck Mather (3-6-1)
kansas,1955,Chuck Mather (3-6-1)
kansas,1954,Chuck Mather (0-10)
kansas,1953,Jules Sikes (2-8)
kansas,1952,Jules Sikes (7-3)
kansas,1951,Jules Sikes (8-2)
kansas,1950,Jules Sikes (6-4)
kansas,1949,Jules Sikes (5-5)
kansas,1948,Jules Sikes (7-3)
kansas,1947,George Sauer (8-1-2)
kansas,1946,George Sauer (7-2-1)
kansas,1945,Henry Shenk (4-5-1)
kansas,1944,Henry Shenk (3-6-1)
kansas,1943,Henry Shenk (4-5-1)
kansas,1942,Gwinn Henry (2-8)
kansas,1941,Gwinn Henry (3-6)
kansas,1940,Gwinn Henry (2-7)
kansas,1939,Gwinn Henry (2-6)
kansas,1938,Adrian Lindsey (3-6)
kansas,1937,Adrian Lindsey (3-4-2)
kansas,1936,Adrian Lindsey (1-6-1)
kansas,1935,Adrian Lindsey (4-4-1)
kansas,1934,Adrian Lindsey (3-4-3)
kansas,1933,Adrian Lindsey (5-4-1)
kansas,1932,Bill Hargiss (5-3)
kansas,1931,Bill Hargiss (5-5)
kansas,1930,Bill Hargiss (6-2)
kansas,1929,Bill Hargiss (4-4)
kansas,1928,Bill Hargiss (2-4-2)
kansas,1927,Cappy Cappon (3-4-1)
kansas,1926,Cappy Cappon (2-6)
kansas,1925,Potsy Clark (2-5-1)
kansas,1924,Potsy Clark (2-5-1)
kansas,1923,Potsy Clark (5-0-3)
kansas,1922,Potsy Clark (3-4-1)
kansas,1921,Potsy Clark (4-3)
kansas,1920,Phog Allen (5-2-1)
kansas,1919,Leon McCarty (3-2-3)
kansas,1918,Jay Bond (2-2)
kansas,1917,Herman Olcott (6-2)
kansas,1916,Herman Olcott (4-3-1)
kansas,1915,Herman Olcott (6-2)
kansas,1914,H.M. Wheaton (5-2-1)
kansas,1913,Arthur Mosse (5-3)
kansas,1912,Arthur Mosse (4-4)
kansas,1911,Ralph Sherwin (4-2-2)
kansas,1910,Doc Kennedy (6-1-1)
kansas,1909,Doc Kennedy (8-1)
kansas,1908,Doc Kennedy (9-0)
kansas,1907,Doc Kennedy (5-3)
kansas,1906,Doc Kennedy (6-2-2)
kansas,1905,Doc Kennedy (10-1)
kansas,1904,Doc Kennedy (8-1-1)
kansas,1903,Harrison Weeks (6-3)
kansas,1902,Arthur Curtis (6-4)
kansas,1901,John Outland (3-5-2)
kansas-state,2017,Bill Snyder (3-2)
kansas-state,2016,Bill Snyder (9-4)
kansas-state,2015,Bill Snyder (6-7)
kansas-state,2014,Bill Snyder (9-4)
kansas-state,2013,Bill Snyder (8-5)
kansas-state,2012,Bill Snyder (11-2)
kansas-state,2011,Bill Snyder (10-3)
kansas-state,2010,Bill Snyder (7-6)
kansas-state,2009,Bill Snyder (6-6)
kansas-state,2008,Ron Prince (5-7)
kansas-state,2007,Ron Prince (5-7)
kansas-state,2006,Ron Prince (7-6)
kansas-state,2005,Bill Snyder (5-6)
kansas-state,2004,Bill Snyder (4-7)
kansas-state,2003,Bill Snyder (11-4)
kansas-state,2002,Bill Snyder (11-2)
kansas-state,2001,Bill Snyder (6-6)
kansas-state,2000,Bill Snyder (11-3)
kansas-state,1999,Bill Snyder (11-1)
kansas-state,1998,Bill Snyder (11-2)
kansas-state,1997,Bill Snyder (11-1)
kansas-state,1996,Bill Snyder (9-3)
kansas-state,1995,Bill Snyder (10-2)
kansas-state,1994,Bill Snyder (9-3)
kansas-state,1993,Bill Snyder (9-2-1)
kansas-state,1992,Bill Snyder (5-6)
kansas-state,1991,Bill Snyder (7-4)
kansas-state,1990,Bill Snyder (5-6)
kansas-state,1989,Bill Snyder (1-10)
kansas-state,1988,Stan Parrish (0-11)
kansas-state,1987,Stan Parrish (0-10-1)
kansas-state,1986,Stan Parrish (2-9)
kansas-state,1985,"Jim Dickey (0-2), Lee Moon (1-8)"
kansas-state,1984,Jim Dickey (3-7-1)
kansas-state,1983,Jim Dickey (3-8)
kansas-state,1982,Jim Dickey (6-5-1)
kansas-state,1981,Jim Dickey (2-9)
kansas-state,1980,Jim Dickey (3-8)
kansas-state,1979,Jim Dickey (3-8)
kansas-state,1978,Jim Dickey (4-7)
kansas-state,1977,Ellis Rainsberger (1-10)
kansas-state,1976,Ellis Rainsberger (1-10)
kansas-state,1975,Ellis Rainsberger (3-8)
kansas-state,1974,Vince Gibson (4-7)
kansas-state,1973,Vince Gibson (5-6)
kansas-state,1972,Vince Gibson (3-8)
kansas-state,1971,Vince Gibson (5-6)
kansas-state,1970,Vince Gibson (6-5)
kansas-state,1969,Vince Gibson (5-5)
kansas-state,1968,Vince Gibson (4-6)
kansas-state,1967,Vince Gibson (1-9)
kansas-state,1966,Doug Weaver (0-9-1)
kansas-state,1965,Doug Weaver (0-10)
kansas-state,1964,Doug Weaver (3-7)
kansas-state,1963,Doug Weaver (2-7)
kansas-state,1962,Doug Weaver (0-10)
kansas-state,1961,Doug Weaver (2-8)
kansas-state,1960,Doug Weaver (1-9)
kansas-state,1959,Bernard Mertes (2-8)
kansas-state,1958,Bernard Mertes (3-7)
kansas-state,1957,Bernard Mertes (3-6-1)
kansas-state,1956,Bernard Mertes (3-7)
kansas-state,1955,Bernard Mertes (4-6)
kansas-state,1954,Bill Meek (7-3)
kansas-state,1953,Bill Meek (6-3-1)
kansas-state,1952,Bill Meek (1-9)
kansas-state,1951,Bill Meek (1-7-1)
kansas-state,1950,Ralph Graham (1-9-1)
kansas-state,1949,Ralph Graham (2-8)
kansas-state,1948,Ralph Graham (1-9)
kansas-state,1947,Sam Francis (0-10)
kansas-state,1946,Hobbs Adams (0-9)
kansas-state,1945,Lud Fiser (1-7)
kansas-state,1944,Ward Haylett (2-5-2)
kansas-state,1943,Ward Haylett (1-7)
kansas-state,1942,Ward Haylett (3-8)
kansas-state,1941,Hobbs Adams (2-5-2)
kansas-state,1940,Hobbs Adams (2-7)
kansas-state,1939,Wesley Fry (4-5)
kansas-state,1938,Wesley Fry (4-4-1)
kansas-state,1937,Wesley Fry (4-5)
kansas-state,1936,Wesley Fry (4-3-2)
kansas-state,1935,Wesley Fry (2-4-3)
kansas-state,1934,Pappy Waldorf (7-2-1)
kansas-state,1933,Bo McMillin (6-2-1)
kansas-state,1932,Bo McMillin (4-4)
kansas-state,1931,Bo McMillin (8-2)
kansas-state,1930,Bo McMillin (5-3)
kansas-state,1929,Bo McMillin (3-5)
kansas-state,1928,Bo McMillin (3-5)
kansas-state,1927,Charlie Bachman (3-5)
kansas-state,1926,Charlie Bachman (5-3)
kansas-state,1925,Charlie Bachman (5-2-1)
kansas-state,1924,Charlie Bachman (3-4-1)
kansas-state,1923,Charlie Bachman (4-2-2)
kansas-state,1922,Charlie Bachman (5-1-2)
kansas-state,1921,Charlie Bachman (5-3)
kansas-state,1920,Charlie Bachman (3-3-3)
kansas-state,1919,Zora Clevenger (3-5-1)
kansas-state,1918,Zora Clevenger (4-1)
kansas-state,1917,Zora Clevenger (6-2)
kansas-state,1916,Zora Clevenger (6-1-1)
kansas-state,1915,John Bender (3-4-1)
kansas-state,1914,Guy Lowman (1-5-1)
kansas-state,1913,Guy Lowman (3-4-1)
kansas-state,1912,Guy Lowman (8-2)
kentucky,2017,Mark Stoops (5-1)
kentucky,2016,Mark Stoops (7-6)
kentucky,2015,Mark Stoops (5-7)
kentucky,2014,Mark Stoops (5-7)
kentucky,2013,Mark Stoops (2-10)
kentucky,2012,Joker Phillips (2-10)
kentucky,2011,Joker Phillips (5-7)
kentucky,2010,Joker Phillips (6-7)
kentucky,2009,Rich Brooks (7-6)
kentucky,2008,Rich Brooks (7-6)
kentucky,2007,Rich Brooks (8-5)
kentucky,2006,Rich Brooks (8-5)
kentucky,2005,Rich Brooks (3-8)
kentucky,2004,Rich Brooks (2-9)
kentucky,2003,Rich Brooks (4-8)
kentucky,2002,Guy Morriss (7-5)
kentucky,2001,Guy Morriss (2-9)
kentucky,2000,Hal Mumme (2-9)
kentucky,1999,Hal Mumme (6-6)
kentucky,1998,Hal Mumme (7-5)
kentucky,1997,Hal Mumme (5-6)
kentucky,1996,Bill Curry (4-7)
kentucky,1995,Bill Curry (4-7)
kentucky,1994,Bill Curry (1-10)
kentucky,1993,Bill Curry (6-6)
kentucky,1992,Bill Curry (4-7)
kentucky,1991,Bill Curry (3-8)
kentucky,1990,Bill Curry (4-7)
kentucky,1989,Jerry Claiborne (6-5)
kentucky,1988,Jerry Claiborne (5-6)
kentucky,1987,Jerry Claiborne (5-6)
kentucky,1986,Jerry Claiborne (5-5-1)
kentucky,1985,Jerry Claiborne (5-6)
kentucky,1984,Jerry Claiborne (9-3)
kentucky,1983,Jerry Claiborne (6-5-1)
kentucky,1982,Jerry Claiborne (0-10-1)
kentucky,1981,Fran Curci (3-8)
kentucky,1980,Fran Curci (3-8)
kentucky,1979,Fran Curci (5-6)
kentucky,1978,Fran Curci (4-6-1)
kentucky,1977,Fran Curci (10-1)
kentucky,1976,Fran Curci (8-4)
kentucky,1975,Fran Curci (2-8-1)
kentucky,1974,Fran Curci (6-5)
kentucky,1973,Fran Curci (5-6)
kentucky,1972,John Ray (3-8)
kentucky,1971,John Ray (3-8)
kentucky,1970,John Ray (2-9)
kentucky,1969,John Ray (2-8)
kentucky,1968,Charley Bradshaw (3-7)
kentucky,1967,Charley Bradshaw (2-8)
kentucky,1966,Charley Bradshaw (3-6-1)
kentucky,1965,Charley Bradshaw (6-4)
kentucky,1964,Charley Bradshaw (5-5)
kentucky,1963,Charley Bradshaw (3-6-1)
kentucky,1962,Charley Bradshaw (3-5-2)
kentucky,1961,Blanton Collier (5-5)
kentucky,1960,Blanton Collier (5-4-1)
kentucky,1959,Blanton Collier (4-6)
kentucky,1958,Blanton Collier (5-4-1)
kentucky,1957,Blanton Collier (3-7)
kentucky,1956,Blanton Collier (6-4)
kentucky,1955,Blanton Collier (6-3-1)
kentucky,1954,Blanton Collier (7-3)
kentucky,1953,Bear Bryant (7-2-1)
kentucky,1952,Bear Bryant (5-4-2)
kentucky,1951,Bear Bryant (8-4)
kentucky,1950,Bear Bryant (11-1)
kentucky,1949,Bear Bryant (9-3)
kentucky,1948,Bear Bryant (5-3-2)
kentucky,1947,Bear Bryant (8-3)
kentucky,1946,Bear Bryant (7-3)
kentucky,1945,Bernie Shively (2-8)
kentucky,1944,A.D. Kirwan (3-6)
kentucky,1942,A.D. Kirwan (3-6-1)
kentucky,1941,A.D. Kirwan (5-4)
kentucky,1940,A.D. Kirwan (5-3-2)
kentucky,1939,A.D. Kirwan (6-2-1)
kentucky,1938,A.D. Kirwan (2-7)
kentucky,1937,C.A. Wynne (4-6)
kentucky,1936,C.A. Wynne (6-4)
kentucky,1935,C.A. Wynne (5-4)
kentucky,1934,C.A. Wynne (5-5)
kentucky,1933,Harry Gamage (5-5)
kentucky,1932,Harry Gamage (4-5)
kentucky,1931,Harry Gamage (5-2-2)
kentucky,1930,Harry Gamage (5-3)
kentucky,1929,Harry Gamage (6-1-1)
kentucky,1928,Harry Gamage (4-3-1)
kentucky,1927,Harry Gamage (3-6-1)
kentucky,1926,Fred Murphy (2-6-1)
kentucky,1925,Fred Murphy (6-3)
kentucky,1924,Fred Murphy (4-5)
kentucky,1923,J.J. Winn (4-3-2)
kentucky,1922,William Juneau (6-3)
kentucky,1921,William Juneau (4-3-1)
kentucky,1920,William Juneau (3-4-1)
kentucky,1919,Andrew Gill (3-4-1)
kentucky,1918,Andrew Gill (2-1)
kentucky,1917,Daddy Boles (3-5-1)
kentucky,1916,J.J. Tigert (4-1-2)
kentucky,1915,J.J. Tigert (6-1-1)
louisville,2017,Bobby Petrino (4-2)
louisville,2016,Bobby Petrino (9-4)
louisville,2015,Bobby Petrino (8-5)
louisville,2014,Bobby Petrino (9-4)
louisville,2013,Charlie Strong (12-1)
louisville,2012,Charlie Strong (11-2)
louisville,2011,Charlie Strong (7-6)
louisville,2010,Charlie Strong (7-6)
louisville,2009,Steve Kragthorpe (4-8)
louisville,2008,Steve Kragthorpe (5-7)
louisville,2007,Steve Kragthorpe (6-6)
louisville,2006,Bobby Petrino (12-1)
louisville,2005,Bobby Petrino (9-3)
louisville,2004,Bobby Petrino (11-1)
louisville,2003,Bobby Petrino (9-4)
louisville,2002,John Smith (7-6)
louisville,2001,John Smith (11-2)
louisville,2000,John Smith (9-3)
louisville,1999,John Smith (7-5)
louisville,1998,John Smith (7-5)
louisville,1997,Ron Cooper (1-10)
louisville,1996,Ron Cooper (5-6)
louisville,1995,Ron Cooper (7-4)
louisville,1994,Howard Schnellenberger (6-5)
louisville,1993,Howard Schnellenberger (9-3)
louisville,1992,Howard Schnellenberger (5-6)
louisville,1991,Howard Schnellenberger (2-9)
louisville,1990,Howard Schnellenberger (10-1-1)
louisville,1989,Howard Schnellenberger (6-5)
louisville,1988,Howard Schnellenberger (8-3)
louisville,1987,Howard Schnellenberger (3-7-1)
louisville,1986,Howard Schnellenberger (3-8)
louisville,1985,Howard Schnellenberger (2-9)
louisville,1984,Bob Weber (2-9)
louisville,1983,Bob Weber (3-8)
louisville,1982,Bob Weber (5-6)
louisville,1981,Bob Weber (5-6)
louisville,1980,Bob Weber (5-6)
louisville,1979,Vince Gibson (4-6-1)
louisville,1978,Vince Gibson (7-4)
louisville,1977,Vince Gibson (7-4-1)
louisville,1976,Vince Gibson (4-7)
louisville,1975,Vince Gibson (1-10)
louisville,1974,Tom Alley (4-7)
louisville,1973,Tom Alley (5-6)
louisville,1972,Lee Corso (9-1)
louisville,1971,Lee Corso (6-3-1)
louisville,1970,Lee Corso (8-3-1)
louisville,1969,Lee Corso (5-4-1)
louisville,1968,Frank Camp (5-5)
louisville,1967,Frank Camp (5-5)
louisville,1966,Frank Camp (6-4)
louisville,1965,Frank Camp (6-4)
louisville,1964,Frank Camp (1-9)
louisville,1963,Frank Camp (3-7)
louisville,1962,Frank Camp (6-4)
louisiana-state,2017,Ed Orgeron (4-2)
louisiana-state,2016,"Ed Orgeron (6-2), Les Miles (2-2)"
louisiana-state,2015,Les Miles (9-3)
louisiana-state,2014,Les Miles (8-5)
louisiana-state,2013,Les Miles (10-3)
louisiana-state,2012,Les Miles (10-3)
louisiana-state,2011,Les Miles (13-1)
louisiana-state,2010,Les Miles (11-2)
louisiana-state,2009,Les Miles (9-4)
louisiana-state,2008,Les Miles (8-5)
louisiana-state,2007,Les Miles (12-2)
louisiana-state,2006,Les Miles (11-2)
louisiana-state,2005,Les Miles (11-2)
louisiana-state,2004,Nick Saban (9-3)
louisiana-state,2003,Nick Saban (13-1)
louisiana-state,2002,Nick Saban (8-5)
louisiana-state,2001,Nick Saban (10-3)
louisiana-state,2000,Nick Saban (8-4)
louisiana-state,1999,Gerry DiNardo (3-8)
louisiana-state,1998,Gerry DiNardo (4-7)
louisiana-state,1997,Gerry DiNardo (9-3)
louisiana-state,1996,Gerry DiNardo (10-2)
louisiana-state,1995,Gerry DiNardo (7-4-1)
louisiana-state,1994,Curley Hallman (4-7)
louisiana-state,1993,Curley Hallman (5-6)
louisiana-state,1992,Curley Hallman (2-9)
louisiana-state,1991,Curley Hallman (5-6)
louisiana-state,1990,Mike Archer (5-6)
louisiana-state,1989,Mike Archer (4-7)
louisiana-state,1988,Mike Archer (8-4)
louisiana-state,1987,Mike Archer (10-1-1)
louisiana-state,1986,Bill Arnsparger (9-3)
louisiana-state,1985,Bill Arnsparger (9-2-1)
louisiana-state,1984,Bill Arnsparger (8-3-1)
louisiana-state,1983,Jerry Stovall (4-7)
louisiana-state,1982,Jerry Stovall (8-3-1)
louisiana-state,1981,Jerry Stovall (3-7-1)
louisiana-state,1980,Jerry Stovall (7-4)
louisiana-state,1979,Charles McClendon (7-5)
louisiana-state,1978,Charles McClendon (8-4)
louisiana-state,1977,Charles McClendon (8-4)
louisiana-state,1976,Charles McClendon (6-4-1)
louisiana-state,1975,Charles McClendon (4-7)
louisiana-state,1974,Charles McClendon (5-5-1)
louisiana-state,1973,Charles McClendon (9-3)
louisiana-state,1972,Charles McClendon (9-2-1)
louisiana-state,1971,Charles McClendon (9-3)
louisiana-state,1970,Charles McClendon (9-3)
louisiana-state,1969,Charles McClendon (9-1)
louisiana-state,1968,Charles McClendon (8-3)
louisiana-state,1967,Charles McClendon (7-3-1)
louisiana-state,1966,Charles McClendon (5-4-1)
louisiana-state,1965,Charles McClendon (8-3)
louisiana-state,1964,Charles McClendon (8-2-1)
louisiana-state,1963,Charles McClendon (7-4)
louisiana-state,1962,Charles McClendon (9-1-1)
louisiana-state,1961,Paul Dietzel (10-1)
louisiana-state,1960,Paul Dietzel (5-4-1)
louisiana-state,1959,Paul Dietzel (9-2)
louisiana-state,1958,Paul Dietzel (11-0)
louisiana-state,1957,Paul Dietzel (5-5)
louisiana-state,1956,Paul Dietzel (3-7)
louisiana-state,1955,Paul Dietzel (3-5-2)
louisiana-state,1954,Gaynell Tinsley (5-6)
louisiana-state,1953,Gaynell Tinsley (5-3-3)
louisiana-state,1952,Gaynell Tinsley (3-7)
louisiana-state,1951,Gaynell Tinsley (7-3-1)
louisiana-state,1950,Gaynell Tinsley (4-5-2)
louisiana-state,1949,Gaynell Tinsley (8-3)
louisiana-state,1948,Gaynell Tinsley (3-7)
louisiana-state,1947,Bernie Moore (5-3-1)
louisiana-state,1946,Bernie Moore (9-1-1)
louisiana-state,1945,Bernie Moore (7-2)
louisiana-state,1944,Bernie Moore (2-5-1)
louisiana-state,1943,Bernie Moore (6-3)
louisiana-state,1942,Bernie Moore (7-3)
louisiana-state,1941,Bernie Moore (4-4-2)
louisiana-state,1940,Bernie Moore (6-4)
louisiana-state,1939,Bernie Moore (4-5)
louisiana-state,1938,Bernie Moore (6-4)
louisiana-state,1937,Bernie Moore (9-2)
louisiana-state,1936,Bernie Moore (9-1-1)
louisiana-state,1935,Bernie Moore (9-2)
louisiana-state,1934,Biff Jones (7-2-2)
louisiana-state,1933,Biff Jones (7-0-3)
louisiana-state,1932,Biff Jones (6-3-1)
louisiana-state,1931,Russ Cohen (5-4)
louisiana-state,1930,Russ Cohen (6-4)
louisiana-state,1929,Russ Cohen (6-3)
louisiana-state,1928,Russ Cohen (6-2-1)
louisiana-state,1927,Mike Donahue (4-4-1)
louisiana-state,1926,Mike Donahue (6-3)
louisiana-state,1925,Mike Donahue (5-3-1)
louisiana-state,1924,Mike Donahue (5-4)
louisiana-state,1923,Mike Donahue (3-5-1)
louisiana-state,1922,Irving Pray (3-7)
louisiana-state,1921,
louisiana-state,1920,
louisiana-state,1919,Irving Pray (6-2)
louisiana-state,1917,Wayne Sutton (3-5)
louisiana-state,1916,Dana Bible (1-0-2)
louisiana-state,1915,E.T. McDonald (6-2)
louisiana-state,1914,E.T. McDonald (4-4-1)
louisiana-state,1913,Pat Dwyer (6-1-2)
louisiana-state,1912,Pat Dwyer (4-3)
louisiana-state,1911,Pat Dwyer (6-3)
louisiana-state,1910,John Mayhew (1-5)
louisiana-state,1909,"Joe Pritchard (6-2), John Mayhew (6-2)"
louisiana-state,1908,
louisiana-state,1907,
louisiana-state,1906,
louisiana-state,1904,
louisiana-state,1902,W.S. Boreland (6-1)
maryland,2017,D.J. Durkin (3-2)
maryland,2016,D.J. Durkin (6-7)
maryland,2015,"Randy Edsall (2-4), Mike Locksley (1-5)"
maryland,2014,Randy Edsall (7-6)
maryland,2013,Randy Edsall (7-6)
maryland,2012,Randy Edsall (4-8)
maryland,2011,Randy Edsall (2-10)
maryland,2010,Ralph Friedgen (9-4)
maryland,2009,Ralph Friedgen (2-10)
maryland,2008,Ralph Friedgen (8-5)
maryland,2007,Ralph Friedgen (6-7)
maryland,2006,Ralph Friedgen (9-4)
maryland,2005,Ralph Friedgen (5-6)
maryland,2004,Ralph Friedgen (5-6)
maryland,2003,Ralph Friedgen (10-3)
maryland,2002,Ralph Friedgen (11-3)
maryland,2001,Ralph Friedgen (10-2)
maryland,2000,Ron Vanderlinden (5-6)
maryland,1999,Ron Vanderlinden (5-6)
maryland,1998,Ron Vanderlinden (3-8)
maryland,1997,Ron Vanderlinden (2-9)
maryland,1996,Mark Duffner (5-6)
maryland,1995,Mark Duffner (6-5)
maryland,1994,Mark Duffner (4-7)
maryland,1993,Mark Duffner (2-9)
maryland,1992,Mark Duffner (3-8)
maryland,1991,Joe Krivak (2-9)
maryland,1990,Joe Krivak (6-5-1)
maryland,1989,Joe Krivak (3-7-1)
maryland,1988,Joe Krivak (5-6)
maryland,1987,Joe Krivak (4-7)
maryland,1986,Bobby Ross (5-5-1)
maryland,1985,Bobby Ross (9-3)
maryland,1984,Bobby Ross (9-3)
maryland,1983,Bobby Ross (8-4)
maryland,1982,Bobby Ross (8-4)
maryland,1981,Jerry Claiborne (4-6-1)
maryland,1980,Jerry Claiborne (8-4)
maryland,1979,Jerry Claiborne (7-4)
maryland,1978,Jerry Claiborne (9-3)
maryland,1977,Jerry Claiborne (8-4)
maryland,1976,Jerry Claiborne (11-1)
maryland,1975,Jerry Claiborne (9-2-1)
maryland,1974,Jerry Claiborne (8-4)
maryland,1973,Jerry Claiborne (8-4)
maryland,1972,Jerry Claiborne (5-5-1)
maryland,1971,Roy Lester (2-9)
maryland,1970,Roy Lester (2-9)
maryland,1969,Roy Lester (3-7)
maryland,1968,Robert Ward (2-8)
maryland,1967,Robert Ward (0-9)
maryland,1966,Lou Saban (4-6)
maryland,1965,Thomas Nugent (4-6)
maryland,1964,Thomas Nugent (5-5)
maryland,1963,Thomas Nugent (3-7)
maryland,1962,Thomas Nugent (6-4)
maryland,1961,Thomas Nugent (7-3)
maryland,1960,Thomas Nugent (6-4)
maryland,1959,Thomas Nugent (5-5)
maryland,1958,Tommy Mont (4-6)
maryland,1957,Tommy Mont (5-5)
maryland,1956,Tommy Mont (2-7-1)
maryland,1955,Jim Tatum (10-1)
maryland,1954,Jim Tatum (7-2-1)
maryland,1953,Jim Tatum (10-1)
maryland,1952,Jim Tatum (7-2)
maryland,1951,Jim Tatum (10-0)
maryland,1950,Jim Tatum (7-2-1)
maryland,1949,Jim Tatum (9-1)
maryland,1948,Jim Tatum (6-4)
maryland,1947,Jim Tatum (7-2-2)
maryland,1946,Clark Shaughnessy (3-6)
maryland,1945,Bear Bryant (6-2-1)
maryland,1944,Clarence Spears (1-7-1)
maryland,1943,Clarence Spears (4-5)
maryland,1942,Clark Shaughnessy (7-2)
maryland,1941,Jack Faber (3-5-1)
maryland,1940,Jack Faber (2-6-1)
maryland,1939,Frank Dobson (2-7)
maryland,1938,Frank Dobson (2-7)
maryland,1937,Frank Dobson (8-2)
maryland,1936,Frank Dobson (6-5)
maryland,1935,Jack Faber (7-2-2)
maryland,1934,Curley Byrd (7-3)
maryland,1933,Curley Byrd (3-7)
maryland,1932,Curley Byrd (5-6)
maryland,1931,Curley Byrd (8-1-1)
maryland,1930,Curley Byrd (7-5)
maryland,1929,Curley Byrd (4-4-2)
maryland,1928,Curley Byrd (6-3-1)
maryland,1927,Curley Byrd (4-7)
maryland,1926,Curley Byrd (5-4-1)
maryland,1925,Curley Byrd (2-5-1)
maryland,1924,Curley Byrd (3-3-3)
maryland,1923,Curley Byrd (7-2-1)
maryland,1922,Curley Byrd (4-5-1)
maryland,1921,Curley Byrd (3-5-1)
maryland,1920,Curley Byrd (7-2)
maryland,1919,Curley Byrd (5-4)
maryland,1918,Curley Byrd (4-1-1)
maryland,1917,Curley Byrd (4-3-1)
miami-fl,2017,Mark Richt (4-0)
miami-fl,2016,Mark Richt (9-4)
miami-fl,2015,"Al Golden (4-3), Larry Scott (4-2)"
miami-fl,2014,Al Golden (6-7)
miami-fl,2013,Al Golden (9-4)
miami-fl,2012,Al Golden (7-5)
miami-fl,2011,Al Golden (6-6)
miami-fl,2010,"Randy Shannon (7-5), Jeff Stoutland (0-1)"
miami-fl,2009,Randy Shannon (9-4)
miami-fl,2008,Randy Shannon (7-6)
