team,year,coaches_text
north-carolina,1939,Raymond Wolf (8-1-1)
north-carolina,1938,Raymond Wolf (6-2-1)
north-carolina,1937,Raymond Wolf (7-1-1)
north-carolina,1936,Raymond Wolf (8-2)
north-carolina,1935,Carl Snavely (8-1)
north-carolina,1934,Carl Snavely (7-1-1)
north-carolina,1933,Chuck Collins (4-5)
north-carolina,1932,Chuck Collins (3-5-2)
north-carolina,1931,Chuck Collins (4-3-3)
north-carolina,1930,Chuck Collins (5-3-2)
north-carolina,1929,Chuck Collins (9-1)
north-carolina,1928,Chuck Collins (5-3-2)
north-carolina,1927,Chuck Collins (4-6)
north-carolina,1926,Chuck Collins (4-5)
north-carolina,1925,"Bob Fetzer (7-1-1), William Fetzer (7-1-1)"
north-carolina,1924,"Bob Fetzer (4-5), William Fetzer (4-5)"
north-carolina,1923,"Bob Fetzer (5-3-1), William Fetzer (5-3-1)"
north-carolina,1922,"Bob Fetzer (9-1), William Fetzer (9-1)"
north-carolina,1921,"Bob Fetzer (5-2-2), William Fetzer (5-2-2)"
north-carolina,1920,Myron Fuller (2-6)
north-carolina,1919,Thomas Campbell (4-3-1)
north-carolina,1916,Thomas Campbell (5-4)
north-carolina,1915,T.C. Trenchard (4-3-1)
north-carolina,1914,T.C. Trenchard (10-1)
north-carolina,1913,T.C. Trenchard (5-4)
north-carolina,1912,William Martin (3-4-1)
north-carolina,1911,Branch Bocock (6-1-1)
north-carolina,1910,A.E. Brides (3-6)
north-carolina,1909,A.E. Brides (5-2)
north-carolina,1908,Edward Green (3-3-3)
north-carolina,1907,Otis Lamson (4-4-1)
north-carolina,1906,W.S. Keinholz (1-4-2)
north-carolina,1905,William Warner (4-3-1)
north-carolina,1904,Robert Brown (5-2-2)
north-carolina,1903,H.B. Olcott (6-3)
north-carolina,1902,H.B. Olcott (5-1-3)
north-carolina-state,2017,Dave Doeren (5-1)
north-carolina-state,2016,Dave Doeren (7-6)
north-carolina-state,2015,Dave Doeren (7-6)
north-carolina-state,2014,Dave Doeren (8-5)
north-carolina-state,2013,Dave Doeren (3-9)
north-carolina-state,2012,"Tom O'Brien (7-5), Dana Bible (0-1)"
north-carolina-state,2011,Tom O'Brien (8-5)
north-carolina-state,2010,Tom O'Brien (9-4)
north-carolina-state,2009,Tom O'Brien (5-7)
north-carolina-state,2008,Tom O'Brien (6-7)
north-carolina-state,2007,Tom O'Brien (5-7)
north-carolina-state,2006,Chuck Amato (3-9)
north-carolina-state,2005,Chuck Amato (7-5)
north-carolina-state,2004,Chuck Amato (5-6)
north-carolina-state,2003,Chuck Amato (8-5)
north-carolina-state,2002,Chuck Amato (11-3)
north-carolina-state,2001,Chuck Amato (7-5)
north-carolina-state,2000,Chuck Amato (8-4)
north-carolina-state,1999,Mike O'Cain (6-6)
north-carolina-state,1998,Mike O'Cain (7-5)
north-carolina-state,1997,Mike O'Cain (6-5)
north-carolina-state,1996,Mike O'Cain (3-8)
north-carolina-state,1995,Mike O'Cain (3-8)
north-carolina-state,1994,Mike O'Cain (9-3)
north-carolina-state,1993,Mike O'Cain (7-5)
north-carolina-state,1992,Dick Sheridan (9-3-1)
north-carolina-state,1991,Dick Sheridan (9-3)
north-carolina-state,1990,Dick Sheridan (7-5)
north-carolina-state,1989,Dick Sheridan (7-5)
north-carolina-state,1988,Dick Sheridan (8-3-1)
north-carolina-state,1987,Dick Sheridan (4-7)
north-carolina-state,1986,Dick Sheridan (8-3-1)
north-carolina-state,1985,Tom Reed (3-8)
north-carolina-state,1984,Tom Reed (3-8)
north-carolina-state,1983,Tom Reed (3-8)
north-carolina-state,1982,Monte Kiffin (6-5)
north-carolina-state,1981,Monte Kiffin (4-7)
north-carolina-state,1980,Monte Kiffin (6-5)
north-carolina-state,1979,Bo Rein (7-4)
north-carolina-state,1978,Bo Rein (9-3)
north-carolina-state,1977,Bo Rein (8-4)
north-carolina-state,1976,Bo Rein (3-7-1)
north-carolina-state,1975,Lou Holtz (7-4-1)
north-carolina-state,1974,Lou Holtz (9-2-1)
north-carolina-state,1973,Lou Holtz (9-3)
north-carolina-state,1972,Lou Holtz (8-3-1)
north-carolina-state,1971,Al Michaels (3-8)
north-carolina-state,1970,Earle Edwards (3-7-1)
north-carolina-state,1969,Earle Edwards (3-6-1)
north-carolina-state,1968,Earle Edwards (6-4)
north-carolina-state,1967,Earle Edwards (9-2)
north-carolina-state,1966,Earle Edwards (5-5)
north-carolina-state,1965,Earle Edwards (6-4)
north-carolina-state,1964,Earle Edwards (5-5)
north-carolina-state,1963,Earle Edwards (8-3)
north-carolina-state,1962,Earle Edwards (3-6-1)
north-carolina-state,1961,Earle Edwards (4-6)
north-carolina-state,1960,Earle Edwards (6-3-1)
north-carolina-state,1959,Earle Edwards (1-9)
north-carolina-state,1958,Earle Edwards (2-7-1)
north-carolina-state,1957,Earle Edwards (7-1-2)
north-carolina-state,1956,Earle Edwards (3-7)
north-carolina-state,1955,Earle Edwards (4-5-1)
north-carolina-state,1954,Earle Edwards (2-8)
north-carolina-state,1953,Horace Hendrickson (1-9)
north-carolina-state,1952,Horace Hendrickson (3-7)
north-carolina-state,1951,Beattie Feathers (3-7)
north-carolina-state,1950,Beattie Feathers (5-4-1)
north-carolina-state,1949,Beattie Feathers (3-7)
north-carolina-state,1948,Beattie Feathers (3-6-1)
north-carolina-state,1947,Beattie Feathers (5-3-1)
north-carolina-state,1946,Beattie Feathers (8-3)
north-carolina-state,1945,Beattie Feathers (3-6)
north-carolina-state,1944,Beattie Feathers (7-2)
north-carolina-state,1943,
north-carolina-state,1942,
north-carolina-state,1941,
north-carolina-state,1940,Doc Newton (3-6)
north-carolina-state,1939,
north-carolina-state,1938,
north-carolina-state,1937,
north-carolina-state,1936,Hunk Anderson (3-7)
north-carolina-state,1935,Hunk Anderson (6-4)
north-carolina-state,1934,Hunk Anderson (2-6-1)
north-carolina-state,1933,
north-carolina-state,1932,
north-carolina-state,1931,
north-carolina-state,1930,John Van Liew (2-8)
north-carolina-state,1929,Gus Tebell (1-8)
north-carolina-state,1928,Gus Tebell (4-5-1)
north-carolina-state,1927,Gus Tebell (9-1)
north-carolina-state,1926,Gus Tebell (4-6)
north-carolina-state,1925,Gus Tebell (3-5-1)
north-carolina-state,1924,
north-carolina-state,1923,Harry Hartsell (3-7)
north-carolina-state,1922,Harry Hartsell (4-6)
north-carolina-state,1921,Harry Hartsell (3-3-3)
north-carolina-state,1920,William Fetzer (7-3)
north-carolina-state,1919,William Fetzer (7-2)
north-carolina-state,1918,Tal Stafford (1-3)
north-carolina-state,1917,Harry Hartsell (6-2-1)
north-carolina-state,1916,
north-carolina-state,1915,Jack Hegarty (3-3-1)
north-carolina-state,1914,Jack Hegarty (2-3-1)
north-carolina-state,1913,
north-carolina-state,1912,
north-carolina-state,1911,
north-carolina-state,1910,
north-carolina-state,1909,
north-carolina-state,1908,Mickey Whitehurst (6-1)
north-carolina-state,1904,W.S. Keinholz (3-1-2)
north-carolina-state,1902,
northwestern,2017,Pat Fitzgerald (2-3)
northwestern,2016,Pat Fitzgerald (7-6)
northwestern,2015,Pat Fitzgerald (10-3)
northwestern,2014,Pat Fitzgerald (5-7)
northwestern,2013,Pat Fitzgerald (5-7)
northwestern,2012,Pat Fitzgerald (10-3)
northwestern,2011,Pat Fitzgerald (6-7)
northwestern,2010,Pat Fitzgerald (7-6)
northwestern,2009,Pat Fitzgerald (8-5)
northwestern,2008,Pat Fitzgerald (9-4)
northwestern,2007,Pat Fitzgerald (6-6)
northwestern,2006,Pat Fitzgerald (4-8)
northwestern,2005,Randy Walker (7-5)
northwestern,2004,Randy Walker (6-6)
northwestern,2003,Randy Walker (6-7)
northwestern,2002,Randy Walker (3-9)
northwestern,2001,Randy Walker (4-7)
northwestern,2000,Randy Walker (8-4)
northwestern,1999,Randy Walker (3-8)
northwestern,1998,Gary Barnett (3-9)
northwestern,1997,Gary Barnett (5-7)
northwestern,1996,Gary Barnett (9-3)
northwestern,1995,Gary Barnett (10-2)
northwestern,1994,Gary Barnett (3-7-1)
northwestern,1993,Gary Barnett (2-9)
northwestern,1992,Gary Barnett (3-8)
northwestern,1991,Francis Peay (3-8)
northwestern,1990,Francis Peay (2-9)
northwestern,1989,Francis Peay (0-11)
northwestern,1988,Francis Peay (2-8-1)
northwestern,1987,Francis Peay (2-8-1)
northwestern,1986,Francis Peay (4-7)
northwestern,1985,Dennis Green (3-8)
northwestern,1984,Dennis Green (2-9)
northwestern,1983,Dennis Green (2-9)
northwestern,1982,Dennis Green (3-8)
northwestern,1981,Dennis Green (0-11)
northwestern,1980,Rick Venturi (0-11)
northwestern,1979,Rick Venturi (1-10)
northwestern,1978,Rick Venturi (0-10-1)
northwestern,1977,John Pont (1-10)
northwestern,1976,John Pont (1-10)
northwestern,1975,John Pont (3-8)
northwestern,1974,John Pont (3-8)
northwestern,1973,John Pont (4-7)
northwestern,1972,Alex Agase (2-9)
northwestern,1971,Alex Agase (7-4)
northwestern,1970,Alex Agase (6-4)
northwestern,1969,Alex Agase (3-7)
northwestern,1968,Alex Agase (1-9)
northwestern,1967,Alex Agase (3-7)
northwestern,1966,Alex Agase (3-6-1)
northwestern,1965,Alex Agase (4-6)
northwestern,1964,Alex Agase (3-6)
northwestern,1963,Ara Parseghian (5-4)
northwestern,1962,Ara Parseghian (7-2)
northwestern,1961,Ara Parseghian (4-5)
northwestern,1960,Ara Parseghian (5-4)
northwestern,1959,Ara Parseghian (6-3)
northwestern,1958,Ara Parseghian (5-4)
northwestern,1957,Ara Parseghian (0-9)
northwestern,1956,Ara Parseghian (4-4-1)
northwestern,1955,Lou Saban (0-8-1)
northwestern,1954,Robert Voigts (2-7)
northwestern,1953,Robert Voigts (3-6)
northwestern,1952,Robert Voigts (2-6-1)
northwestern,1951,Robert Voigts (5-4)
northwestern,1950,Robert Voigts (6-3)
northwestern,1949,Robert Voigts (4-5)
northwestern,1948,Robert Voigts (8-2)
northwestern,1947,Robert Voigts (3-6)
northwestern,1946,Pappy Waldorf (4-4-1)
northwestern,1945,Pappy Waldorf (4-4-1)
northwestern,1944,Pappy Waldorf (1-7-1)
northwestern,1943,Pappy Waldorf (6-2)
northwestern,1942,Pappy Waldorf (1-9)
northwestern,1941,Pappy Waldorf (5-3)
northwestern,1940,Pappy Waldorf (6-2)
northwestern,1939,Pappy Waldorf (3-4-1)
northwestern,1938,Pappy Waldorf (4-2-2)
northwestern,1937,Pappy Waldorf (4-4)
northwestern,1936,Pappy Waldorf (7-1)
northwestern,1935,Pappy Waldorf (4-3-1)
northwestern,1934,Dick Hanley (3-5)
northwestern,1933,Dick Hanley (1-5-2)
northwestern,1932,Dick Hanley (3-4-1)
northwestern,1931,Dick Hanley (7-1-1)
northwestern,1930,Dick Hanley (7-1)
northwestern,1929,Dick Hanley (6-3)
northwestern,1928,Dick Hanley (5-3)
northwestern,1927,Dick Hanley (4-4)
northwestern,1926,Glenn Thistlethwaite (7-1)
northwestern,1925,Glenn Thistlethwaite (5-3)
northwestern,1924,Glenn Thistlethwaite (4-4)
northwestern,1923,Glenn Thistlethwaite (2-6)
northwestern,1922,Glenn Thistlethwaite (3-3-1)
northwestern,1921,Elmer McDevitt (1-6)
northwestern,1920,Elmer McDevitt (3-4)
northwestern,1919,Charlie Bachman (2-5)
northwestern,1918,Fred Murphy (2-2-1)
northwestern,1917,Fred Murphy (5-2)
northwestern,1916,Fred Murphy (6-1)
northwestern,1915,Fred Murphy (2-5)
northwestern,1914,Fred Murphy (1-6)
northwestern,1913,Dennis Grady (1-6)
northwestern,1912,Charles Hammett (2-3-1)
northwestern,1911,Charles Hammett (3-4)
northwestern,1910,Charles Hammett (1-3-1)
northwestern,1909,Bill Horr (1-3-1)
northwestern,1908,Alton Johnson (2-2)
northwestern,1905,Walter McCornack (8-2-1)
northwestern,1904,Walter McCornack (8-2)
northwestern,1903,Walter McCornack (10-1-3)
northwestern,1902,Charles Hollister (6-6)
northwestern,1901,Charles Hollister (8-2-1)
northwestern,1900,Charles Hollister (7-2-3)
northwestern,1899,Charles Hollister (6-6)
northwestern,1898,W.H. Bannard (9-4-1)
northwestern,1897,Jesse Van Doozer (5-3)
northwestern,1896,Alvin Culver (6-1-2)
northwestern,1895,Alvin Culver (6-5)
northwestern,1894,A.A. Ewing (4-5)
northwestern,1893,Paul Noyes (2-5-3)
northwestern,1892,Knowlton Ames (5-3-2)
notre-dame,2017,Brian Kelly (5-1)
notre-dame,2016,Brian Kelly (4-8)
notre-dame,2015,Brian Kelly (10-3)
notre-dame,2014,Brian Kelly (8-5)
notre-dame,2013,Brian Kelly (9-4)
notre-dame,2012,Brian Kelly (12-1)
notre-dame,2011,Brian Kelly (8-5)
notre-dame,2010,Brian Kelly (8-5)
notre-dame,2009,Charlie Weis (6-6)
notre-dame,2008,Charlie Weis (7-6)
notre-dame,2007,Charlie Weis (3-9)
notre-dame,2006,Charlie Weis (10-3)
notre-dame,2005,Charlie Weis (9-3)
notre-dame,2004,"Tyrone Willingham (6-5), Kent Baer (0-1)"
notre-dame,2003,Tyrone Willingham (5-7)
notre-dame,2002,Tyrone Willingham (10-3)
notre-dame,2001,Bob Davie (5-6)
notre-dame,2000,Bob Davie (9-3)
notre-dame,1999,Bob Davie (5-7)
notre-dame,1998,Bob Davie (9-3)
notre-dame,1997,Bob Davie (7-6)
notre-dame,1996,Lou Holtz (8-3)
notre-dame,1995,Lou Holtz (9-3)
notre-dame,1994,Lou Holtz (6-5-1)
notre-dame,1993,Lou Holtz (11-1)
notre-dame,1992,Lou Holtz (10-1-1)
notre-dame,1991,Lou Holtz (10-3)
notre-dame,1990,Lou Holtz (9-3)
notre-dame,1989,Lou Holtz (12-1)
notre-dame,1988,Lou Holtz (12-0)
notre-dame,1987,Lou Holtz (8-4)
notre-dame,1986,Lou Holtz (5-6)
notre-dame,1985,Gerry Faust (5-6)
notre-dame,1984,Gerry Faust (7-5)
notre-dame,1983,Gerry Faust (7-5)
notre-dame,1982,Gerry Faust (6-4-1)
notre-dame,1981,Gerry Faust (5-6)
notre-dame,1980,Dan Devine (9-2-1)
notre-dame,1979,Dan Devine (7-4)
notre-dame,1978,Dan Devine (9-3)
notre-dame,1977,Dan Devine (11-1)
notre-dame,1976,Dan Devine (9-3)
notre-dame,1975,Dan Devine (8-3)
notre-dame,1974,Ara Parseghian (10-2)
notre-dame,1973,Ara Parseghian (11-0)
notre-dame,1972,Ara Parseghian (8-3)
notre-dame,1971,Ara Parseghian (8-2)
notre-dame,1970,Ara Parseghian (10-1)
notre-dame,1969,Ara Parseghian (8-2-1)
notre-dame,1968,Ara Parseghian (7-2-1)
notre-dame,1967,Ara Parseghian (8-2)
notre-dame,1966,Ara Parseghian (9-0-1)
notre-dame,1965,Ara Parseghian (7-2-1)
notre-dame,1964,Ara Parseghian (9-1)
notre-dame,1963,Hugh Devore (2-7)
notre-dame,1962,Joe Kuharich (5-5)
notre-dame,1961,Joe Kuharich (5-5)
notre-dame,1960,Joe Kuharich (2-8)
notre-dame,1959,Joe Kuharich (5-5)
notre-dame,1958,Terry Brennan (6-4)
notre-dame,1957,Terry Brennan (7-3)
notre-dame,1956,Terry Brennan (2-8)
notre-dame,1955,Terry Brennan (8-2)
notre-dame,1954,Terry Brennan (9-1)
notre-dame,1953,Frank Leahy (9-0-1)
notre-dame,1952,Frank Leahy (7-2-1)
notre-dame,1951,Frank Leahy (7-2-1)
notre-dame,1950,Frank Leahy (4-4-1)
notre-dame,1949,Frank Leahy (10-0)
notre-dame,1948,Frank Leahy (9-0-1)
notre-dame,1947,Frank Leahy (9-0)
notre-dame,1946,Frank Leahy (8-0-1)
notre-dame,1945,Hugh Devore (7-2-1)
notre-dame,1944,Ed McKeever (8-2)
notre-dame,1943,Frank Leahy (9-1)
notre-dame,1942,Frank Leahy (7-2-2)
notre-dame,1941,Frank Leahy (8-0-1)
notre-dame,1940,Elmer Layden (7-2)
notre-dame,1939,Elmer Layden (7-2)
notre-dame,1938,Elmer Layden (8-1)
notre-dame,1937,Elmer Layden (6-2-1)
notre-dame,1936,Elmer Layden (6-2-1)
notre-dame,1935,Elmer Layden (7-1-1)
notre-dame,1934,Elmer Layden (6-3)
notre-dame,1933,Hunk Anderson (3-5-1)
notre-dame,1932,Hunk Anderson (7-2)
notre-dame,1931,Hunk Anderson (6-2-1)
notre-dame,1930,Knute Rockne (10-0)
notre-dame,1929,Knute Rockne (9-0)
notre-dame,1928,Knute Rockne (5-4)
notre-dame,1927,Knute Rockne (7-1-1)
notre-dame,1926,Knute Rockne (9-1)
notre-dame,1925,Knute Rockne (7-2-1)
notre-dame,1924,Knute Rockne (10-0)
notre-dame,1923,Knute Rockne (9-1)
notre-dame,1922,Knute Rockne (8-1-1)
notre-dame,1921,Knute Rockne (10-1)
notre-dame,1920,Knute Rockne (9-0)
notre-dame,1919,Knute Rockne (9-0)
notre-dame,1918,Knute Rockne (3-1-2)
notre-dame,1917,Jesse Harper (6-1-1)
notre-dame,1916,Jesse Harper (8-1)
notre-dame,1915,Jesse Harper (7-1)
notre-dame,1914,Jesse Harper (6-2)
notre-dame,1913,Jesse Harper (7-0)
notre-dame,1905,Henry McGlew (5-4)
notre-dame,1904,Louis Salmon (5-3)
notre-dame,1902,James Faragher (6-2-1)
notre-dame,1901,Patrick O'Dea (8-1-1)
notre-dame,1900,Patrick O'Dea (6-3-1)
notre-dame,1899,James McWeeney (6-3-1)
ohio-state,2017,Urban Meyer (5-1)
ohio-state,2016,Urban Meyer (11-2)
ohio-state,2015,Urban Meyer (12-1)
ohio-state,2014,Urban Meyer (14-1)
ohio-state,2013,Urban Meyer (12-2)
ohio-state,2012,Urban Meyer (12-0)
ohio-state,2011,Luke Fickell (6-7)
ohio-state,2010,Jim Tressel (12-1)
ohio-state,2009,Jim Tressel (11-2)
ohio-state,2008,Jim Tressel (10-3)
ohio-state,2007,Jim Tressel (11-2)
ohio-state,2006,Jim Tressel (12-1)
ohio-state,2005,Jim Tressel (10-2)
ohio-state,2004,Jim Tressel (8-4)
ohio-state,2003,Jim Tressel (11-2)
ohio-state,2002,Jim Tressel (14-0)
ohio-state,2001,Jim Tressel (7-5)
ohio-state,2000,John Cooper (8-4)
ohio-state,1999,John Cooper (6-6)
ohio-state,1998,John Cooper (11-1)
ohio-state,1997,John Cooper (10-3)
ohio-state,1996,John Cooper (11-1)
ohio-state,1995,John Cooper (11-2)
ohio-state,1994,John Cooper (9-4)
ohio-state,1993,John Cooper (10-1-1)
ohio-state,1992,John Cooper (8-3-1)
ohio-state,1991,John Cooper (8-4)
ohio-state,1990,John Cooper (7-4-1)
ohio-state,1989,John Cooper (8-4)
ohio-state,1988,John Cooper (4-6-1)
ohio-state,1987,Earle Bruce (6-4-1)
ohio-state,1986,Earle Bruce (10-3)
ohio-state,1985,Earle Bruce (9-3)
ohio-state,1984,Earle Bruce (9-3)
ohio-state,1983,Earle Bruce (9-3)
ohio-state,1982,Earle Bruce (9-3)
ohio-state,1981,Earle Bruce (9-3)
ohio-state,1980,Earle Bruce (9-3)
ohio-state,1979,Earle Bruce (11-1)
ohio-state,1978,Woody Hayes (7-4-1)
ohio-state,1977,Woody Hayes (9-3)
ohio-state,1976,Woody Hayes (9-2-1)
ohio-state,1975,Woody Hayes (11-1)
ohio-state,1974,Woody Hayes (10-2)
ohio-state,1973,Woody Hayes (10-0-1)
ohio-state,1972,Woody Hayes (9-2)
ohio-state,1971,Woody Hayes (6-4)
ohio-state,1970,Woody Hayes (9-1)
ohio-state,1969,Woody Hayes (8-1)
ohio-state,1968,Woody Hayes (10-0)
ohio-state,1967,Woody Hayes (6-3)
ohio-state,1966,Woody Hayes (4-5)
ohio-state,1965,Woody Hayes (7-2)
ohio-state,1964,Woody Hayes (7-2)
ohio-state,1963,Woody Hayes (5-3-1)
ohio-state,1962,Woody Hayes (6-3)
ohio-state,1961,Woody Hayes (8-0-1)
ohio-state,1960,Woody Hayes (7-2)
ohio-state,1959,Woody Hayes (3-5-1)
ohio-state,1958,Woody Hayes (6-1-2)
ohio-state,1957,Woody Hayes (9-1)
ohio-state,1956,Woody Hayes (6-3)
ohio-state,1955,Woody Hayes (7-2)
ohio-state,1954,Woody Hayes (10-0)
ohio-state,1953,Woody Hayes (6-3)
ohio-state,1952,Woody Hayes (6-3)
ohio-state,1951,Woody Hayes (4-3-2)
ohio-state,1950,Wesley Fesler (6-3)
ohio-state,1949,Wesley Fesler (7-1-2)
ohio-state,1948,Wesley Fesler (6-3)
ohio-state,1947,Wesley Fesler (2-6-1)
ohio-state,1946,Paul Bixler (4-3-2)
ohio-state,1945,Carroll Widdoes (7-2)
ohio-state,1944,Carroll Widdoes (9-0)
ohio-state,1943,Paul Brown (3-6)
ohio-state,1942,Paul Brown (9-1)
ohio-state,1941,Paul Brown (6-1-1)
ohio-state,1940,Francis Schmidt (4-4)
ohio-state,1939,Francis Schmidt (6-2)
ohio-state,1938,Francis Schmidt (4-3-1)
ohio-state,1937,Francis Schmidt (6-2)
ohio-state,1936,Francis Schmidt (5-3)
ohio-state,1935,Francis Schmidt (7-1)
ohio-state,1934,Francis Schmidt (7-1)
ohio-state,1933,Sam Willaman (7-1)
ohio-state,1932,Sam Willaman (4-1-3)
ohio-state,1931,Sam Willaman (6-3)
ohio-state,1930,Sam Willaman (5-2-1)
ohio-state,1929,Sam Willaman (4-3-1)
ohio-state,1928,John Wilce (5-2-1)
ohio-state,1927,John Wilce (4-4)
ohio-state,1926,John Wilce (7-1)
ohio-state,1925,John Wilce (4-3-1)
ohio-state,1924,John Wilce (2-3-3)
ohio-state,1923,John Wilce (3-4-1)
ohio-state,1922,John Wilce (3-4)
ohio-state,1921,John Wilce (5-2)
ohio-state,1920,John Wilce (7-1)
ohio-state,1919,John Wilce (6-1)
ohio-state,1918,John Wilce (3-3)
ohio-state,1917,John Wilce (8-0-1)
ohio-state,1916,John Wilce (7-0)
ohio-state,1915,John Wilce (5-1-1)
ohio-state,1914,John Wilce (5-2)
ohio-state,1913,John Wilce (4-2-1)
ohio-state,1904,Edwin Sweetland (6-5)
oklahoma,2017,Lincoln Riley (4-1)
oklahoma,2016,Bob Stoops (11-2)
oklahoma,2015,Bob Stoops (11-2)
oklahoma,2014,Bob Stoops (8-5)
oklahoma,2013,Bob Stoops (11-2)
oklahoma,2012,Bob Stoops (10-3)
oklahoma,2011,Bob Stoops (10-3)
oklahoma,2010,Bob Stoops (12-2)
oklahoma,2009,Bob Stoops (8-5)
oklahoma,2008,Bob Stoops (12-2)
oklahoma,2007,Bob Stoops (11-3)
oklahoma,2006,Bob Stoops (11-3)
oklahoma,2005,Bob Stoops (8-4)
oklahoma,2004,Bob Stoops (12-1)
oklahoma,2003,Bob Stoops (12-2)
oklahoma,2002,Bob Stoops (12-2)
oklahoma,2001,Bob Stoops (11-2)
oklahoma,2000,Bob Stoops (13-0)
oklahoma,1999,Bob Stoops (7-5)
oklahoma,1998,John Blake (5-6)
oklahoma,1997,John Blake (4-8)
oklahoma,1996,John Blake (3-8)
oklahoma,1995,Howard Schnellenberger (5-5-1)
oklahoma,1994,Gary Gibbs (6-6)
oklahoma,1993,Gary Gibbs (9-3)
oklahoma,1992,Gary Gibbs (5-4-2)
oklahoma,1991,Gary Gibbs (9-3)
oklahoma,1990,Gary Gibbs (8-3)
oklahoma,1989,Gary Gibbs (7-4)
oklahoma,1988,Barry Switzer (9-3)
oklahoma,1987,Barry Switzer (11-1)
oklahoma,1986,Barry Switzer (11-1)
oklahoma,1985,Barry Switzer (11-1)
oklahoma,1984,Barry Switzer (9-2-1)
oklahoma,1983,Barry Switzer (8-4)
oklahoma,1982,Barry Switzer (8-4)
oklahoma,1981,Barry Switzer (7-4-1)
oklahoma,1980,Barry Switzer (10-2)
oklahoma,1979,Barry Switzer (11-1)
oklahoma,1978,Barry Switzer (11-1)
oklahoma,1977,Barry Switzer (10-2)
oklahoma,1976,Barry Switzer (9-2-1)
oklahoma,1975,Barry Switzer (11-1)
oklahoma,1974,Barry Switzer (11-0)
oklahoma,1973,Barry Switzer (10-0-1)
oklahoma,1972,Chuck Fairbanks (11-1)
oklahoma,1971,Chuck Fairbanks (11-1)
oklahoma,1970,Chuck Fairbanks (7-4-1)
oklahoma,1969,Chuck Fairbanks (6-4)
oklahoma,1968,Chuck Fairbanks (7-4)
oklahoma,1967,Chuck Fairbanks (10-1)
oklahoma,1966,Jim MacKenzie (6-4)
oklahoma,1965,Gomer Jones (3-7)
oklahoma,1964,Gomer Jones (6-4-1)
oklahoma,1963,Bud Wilkinson (8-2)
oklahoma,1962,Bud Wilkinson (8-3)
oklahoma,1961,Bud Wilkinson (5-5)
oklahoma,1960,Bud Wilkinson (3-6-1)
oklahoma,1959,Bud Wilkinson (7-3)
oklahoma,1958,Bud Wilkinson (10-1)
oklahoma,1957,Bud Wilkinson (10-1)
oklahoma,1956,Bud Wilkinson (10-0)
oklahoma,1955,Bud Wilkinson (11-0)
oklahoma,1954,Bud Wilkinson (10-0)
oklahoma,1953,Bud Wilkinson (9-1-1)
oklahoma,1952,Bud Wilkinson (8-1-1)
oklahoma,1951,Bud Wilkinson (8-2)
oklahoma,1950,Bud Wilkinson (10-1)
oklahoma,1949,Bud Wilkinson (11-0)
oklahoma,1948,Bud Wilkinson (10-1)
oklahoma,1947,Bud Wilkinson (7-2-1)
oklahoma,1946,Jim Tatum (8-3)
oklahoma,1945,Snorter Luster (5-5)
oklahoma,1944,Snorter Luster (6-3-1)
oklahoma,1943,Snorter Luster (7-2)
oklahoma,1942,Snorter Luster (3-5-2)
oklahoma,1941,Snorter Luster (6-3)
oklahoma,1940,Tom Stidham (6-3)
oklahoma,1939,Tom Stidham (6-2-1)
oklahoma,1938,Tom Stidham (10-1)
oklahoma,1937,Tom Stidham (5-2-2)
oklahoma,1936,Biff Jones (3-3-3)
oklahoma,1935,Biff Jones (6-3)
oklahoma,1934,Lewie Hardage (3-4-2)
oklahoma,1933,Lewie Hardage (4-4-1)
oklahoma,1932,Lewie Hardage (4-4-1)
oklahoma,1931,Adrian Lindsey (4-7-1)
oklahoma,1930,Adrian Lindsey (4-3-1)
oklahoma,1929,Adrian Lindsey (3-3-2)
oklahoma,1928,Adrian Lindsey (5-3)
oklahoma,1927,Adrian Lindsey (3-3-2)
oklahoma,1926,Bennie Owen (5-2-1)
oklahoma,1925,Bennie Owen (4-3-1)
oklahoma,1924,Bennie Owen (2-5-1)
oklahoma,1923,Bennie Owen (3-5)
oklahoma,1922,Bennie Owen (2-3-3)
oklahoma,1921,Bennie Owen (5-3)
oklahoma,1920,Bennie Owen (6-0-1)
oklahoma,1919,Bennie Owen (5-2-3)
oklahoma,1918,Bennie Owen (6-0)
oklahoma,1917,Bennie Owen (6-4-1)
oklahoma,1916,Bennie Owen (6-5)
oklahoma,1915,Bennie Owen (10-0)
oklahoma,1914,Bennie Owen (9-1-1)
oklahoma,1913,Bennie Owen (6-2)
oklahoma,1912,Bennie Owen (5-4)
oklahoma,1909,Bennie Owen (6-4)
oklahoma,1905,Bennie Owen (7-2)
oklahoma,1903,Mark McMahon (5-4-3)
oklahoma-state,2017,Mike Gundy (4-1)
oklahoma-state,2016,Mike Gundy (10-3)
oklahoma-state,2015,Mike Gundy (10-3)
oklahoma-state,2014,Mike Gundy (7-6)
oklahoma-state,2013,Mike Gundy (10-3)
oklahoma-state,2012,Mike Gundy (8-5)
oklahoma-state,2011,Mike Gundy (12-1)
oklahoma-state,2010,Mike Gundy (11-2)
oklahoma-state,2009,Mike Gundy (9-4)
oklahoma-state,2008,Mike Gundy (9-4)
oklahoma-state,2007,Mike Gundy (7-6)
oklahoma-state,2006,Mike Gundy (7-6)
oklahoma-state,2005,Mike Gundy (4-7)
oklahoma-state,2004,Les Miles (7-5)
oklahoma-state,2003,Les Miles (9-4)
