team,year,coaches_text,name,wins,losses,total_games,order,correct_order
miami-fl,2002,Larry Coker (12-1),Larry Coker,12,1,13,1,
miami-fl,2001,Larry Coker (12-0),Larry Coker,12,0,12,1,
miami-fl,2000,Butch Davis (11-1),Butch Davis,11,1,12,1,
michigan,2016,Jim Harbaugh (10-3),Jim Harbaugh,10,3,13,1,
michigan,2015,Jim Harbaugh (10-3),Jim Harbaugh,10,3,13,1,
michigan,2014,Brady Hoke (5-7),Brady Hoke,5,7,12,1,
michigan,2013,Brady Hoke (7-6),Brady Hoke,7,6,13,1,
michigan,2012,Brady Hoke (8-5),Brady Hoke,8,5,13,1,
michigan,2011,Brady Hoke (11-2),Brady Hoke,11,2,13,1,
michigan,2010,Rich Rodriguez (7-6),Rich Rodriguez,7,6,13,1,
michigan,2009,Rich Rodriguez (5-7),Rich Rodriguez,5,7,12,1,
michigan,2008,Rich Rodriguez (3-9),Rich Rodriguez,3,9,12,1,
michigan,2007,Lloyd Carr (9-4),Lloyd Carr,9,4,13,1,
michigan,2006,Lloyd Carr (11-2),Lloyd Carr,11,2,13,1,
michigan,2005,Lloyd Carr (7-5),Lloyd Carr,7,5,12,1,
michigan,2004,Lloyd Carr (9-3),Lloyd Carr,9,3,12,1,
michigan,2003,Lloyd Carr (10-3),Lloyd Carr,10,3,13,1,
michigan,2002,Lloyd Carr (10-3),Lloyd Carr,10,3,13,1,
michigan,2001,Lloyd Carr (8-4),Lloyd Carr,8,4,12,1,
michigan,2000,Lloyd Carr (9-3),Lloyd Carr,9,3,12,1,
michigan-state,2016,Mark Dantonio (3-9),Mark Dantonio,3,9,12,1,
michigan-state,2015,Mark Dantonio (12-2),Mark Dantonio,12,2,14,1,
michigan-state,2014,Mark Dantonio (11-2),Mark Dantonio,11,2,13,1,
michigan-state,2013,Mark Dantonio (13-1),Mark Dantonio,13,1,14,1,
michigan-state,2012,Mark Dantonio (7-6),Mark Dantonio,7,6,13,1,
michigan-state,2011,Mark Dantonio (11-3),Mark Dantonio,11,3,14,1,
michigan-state,2010,Mark Dantonio (11-2),Mark Dantonio,11,2,13,1,
michigan-state,2009,Mark Dantonio (6-7),Mark Dantonio,6,7,13,1,
michigan-state,2008,Mark Dantonio (9-4),Mark Dantonio,9,4,13,1,
michigan-state,2007,Mark Dantonio (7-6),Mark Dantonio,7,6,13,1,
michigan-state,2006,John Smith (4-8),John Smith,4,8,12,1,
michigan-state,2005,John Smith (5-6),John Smith,5,6,11,1,
michigan-state,2004,John Smith (5-7),John Smith,5,7,12,1,
michigan-state,2003,John Smith (8-5),John Smith,8,5,13,1,
michigan-state,2002,"Bobby Williams (3-6), Morris Watts (1-2)",Morris Watts,1,2,3,2,
michigan-state,2002,"Bobby Williams (3-6), Morris Watts (1-2)",Bobby Williams,3,6,9,1,
michigan-state,2001,Bobby Williams (7-5),Bobby Williams,7,5,12,1,
michigan-state,2000,Bobby Williams (5-6),Bobby Williams,5,6,11,1,
minnesota,2016,Tracy Claeys (9-4),Tracy Claeys,9,4,13,1,
minnesota,2015,"Jerry Kill (4-3), Tracy Claeys (2-4)",Tracy Claeys,2,4,6,2,
minnesota,2015,"Jerry Kill (4-3), Tracy Claeys (2-4)",Jerry Kill,4,3,7,1,
minnesota,2014,Jerry Kill (8-5),Jerry Kill,8,5,13,1,
minnesota,2013,Jerry Kill (8-5),Jerry Kill,8,5,13,1,
minnesota,2012,Jerry Kill (6-7),Jerry Kill,6,7,13,1,
minnesota,2011,Jerry Kill (3-9),Jerry Kill,3,9,12,1,
minnesota,2010,"Tim Brewster (1-6), Jeff Horton (2-3)",Jeff Horton,2,3,5,2,
minnesota,2010,"Tim Brewster (1-6), Jeff Horton (2-3)",Tim Brewster,1,6,7,1,
minnesota,2009,Tim Brewster (6-7),Tim Brewster,6,7,13,1,
minnesota,2008,Tim Brewster (7-6),Tim Brewster,7,6,13,1,
minnesota,2007,Tim Brewster (1-11),Tim Brewster,1,11,12,1,
minnesota,2006,Glen Mason (6-7),Glen Mason,6,7,13,1,
minnesota,2005,Glen Mason (7-5),Glen Mason,7,5,12,1,
minnesota,2004,Glen Mason (7-5),Glen Mason,7,5,12,1,
minnesota,2003,Glen Mason (10-3),Glen Mason,10,3,13,1,
minnesota,2002,Glen Mason (8-5),Glen Mason,8,5,13,1,
minnesota,2001,Glen Mason (4-7),Glen Mason,4,7,11,1,
minnesota,2000,Glen Mason (6-6),Glen Mason,6,6,12,1,
mississippi-state,2016,Dan Mullen (6-7),Dan Mullen,6,7,13,1,
mississippi-state,2015,Dan Mullen (9-4),Dan Mullen,9,4,13,1,
mississippi-state,2014,Dan Mullen (10-3),Dan Mullen,10,3,13,1,
mississippi-state,2013,Dan Mullen (7-6),Dan Mullen,7,6,13,1,
mississippi-state,2012,Dan Mullen (8-5),Dan Mullen,8,5,13,1,
mississippi-state,2011,Dan Mullen (7-6),Dan Mullen,7,6,13,1,
mississippi-state,2010,Dan Mullen (9-4),Dan Mullen,9,4,13,1,
mississippi-state,2009,Dan Mullen (5-7),Dan Mullen,5,7,12,1,
mississippi-state,2008,Sylvester Croom (4-8),Sylvester Croom,4,8,12,1,
mississippi-state,2007,Sylvester Croom (8-5),Sylvester Croom,8,5,13,1,
mississippi-state,2006,Sylvester Croom (3-9),Sylvester Croom,3,9,12,1,
mississippi-state,2005,Sylvester Croom (3-8),Sylvester Croom,3,8,11,1,
mississippi-state,2004,Sylvester Croom (3-8),Sylvester Croom,3,8,11,1,
mississippi-state,2003,Jackie Sherrill (2-10),Jackie Sherrill,2,10,12,1,
mississippi-state,2002,Jackie Sherrill (3-9),Jackie Sherrill,3,9,12,1,
mississippi-state,2001,Jackie Sherrill (3-8),Jackie Sherrill,3,8,11,1,
mississippi-state,2000,Jackie Sherrill (8-4),Jackie Sherrill,8,4,12,1,
missouri,2016,Barry Odom (4-8),Barry Odom,4,8,12,1,
missouri,2015,Gary Pinkel (5-7),Gary Pinkel,5,7,12,1,
missouri,2014,Gary Pinkel (11-3),Gary Pinkel,11,3,14,1,
missouri,2013,Gary Pinkel (12-2),Gary Pinkel,12,2,14,1,
missouri,2012,Gary Pinkel (5-7),Gary Pinkel,5,7,12,1,
missouri,2011,Gary Pinkel (8-5),Gary Pinkel,8,5,13,1,
missouri,2010,Gary Pinkel (10-3),Gary Pinkel,10,3,13,1,
missouri,2009,Gary Pinkel (8-5),Gary Pinkel,8,5,13,1,
missouri,2008,Gary Pinkel (10-4),Gary Pinkel,10,4,14,1,
missouri,2007,Gary Pinkel (12-2),Gary Pinkel,12,2,14,1,
missouri,2006,Gary Pinkel (8-5),Gary Pinkel,8,5,13,1,
missouri,2005,Gary Pinkel (7-5),Gary Pinkel,7,5,12,1,
missouri,2004,Gary Pinkel (5-6),Gary Pinkel,5,6,11,1,
missouri,2003,Gary Pinkel (8-5),Gary Pinkel,8,5,13,1,
missouri,2002,Gary Pinkel (5-7),Gary Pinkel,5,7,12,1,
missouri,2001,Gary Pinkel (4-7),Gary Pinkel,4,7,11,1,
missouri,2000,Larry Smith (3-8),Larry Smith,3,8,11,1,
nebraska,2016,Mike Riley (9-4),Mike Riley,9,4,13,1,
nebraska,2015,Mike Riley (6-7),Mike Riley,6,7,13,1,
nebraska,2014,"Barney Cotton (0-1), Bo Pelini (9-3)",Bo Pelini,9,3,12,2,1
nebraska,2014,"Barney Cotton (0-1), Bo Pelini (9-3)",Barney Cotton,0,1,1,1,2
nebraska,2013,Bo Pelini (9-4),Bo Pelini,9,4,13,1,
nebraska,2012,Bo Pelini (10-4),Bo Pelini,10,4,14,1,
nebraska,2011,Bo Pelini (9-4),Bo Pelini,9,4,13,1,
nebraska,2010,Bo Pelini (10-4),Bo Pelini,10,4,14,1,
nebraska,2009,Bo Pelini (10-4),Bo Pelini,10,4,14,1,
nebraska,2008,Bo Pelini (9-4),Bo Pelini,9,4,13,1,
nebraska,2007,Bill Callahan (5-7),Bill Callahan,5,7,12,1,
nebraska,2006,Bill Callahan (9-5),Bill Callahan,9,5,14,1,
nebraska,2005,Bill Callahan (8-4),Bill Callahan,8,4,12,1,
nebraska,2004,Bill Callahan (5-6),Bill Callahan,5,6,11,1,
nebraska,2003,"Frank Solich (9-3), Bo Pelini (1-0)",Bo Pelini,1,0,1,2,
nebraska,2003,"Frank Solich (9-3), Bo Pelini (1-0)",Frank Solich,9,3,12,1,
nebraska,2002,Frank Solich (7-7),Frank Solich,7,7,14,1,
nebraska,2001,Frank Solich (11-2),Frank Solich,11,2,13,1,
nebraska,2000,Frank Solich (10-2),Frank Solich,10,2,12,1,
north-carolina,2016,Larry Fedora (8-5),Larry Fedora,8,5,13,1,
north-carolina,2015,Larry Fedora (11-3),Larry Fedora,11,3,14,1,
north-carolina,2014,Larry Fedora (6-7),Larry Fedora,6,7,13,1,
north-carolina,2013,Larry Fedora (7-6),Larry Fedora,7,6,13,1,
north-carolina,2012,Larry Fedora (8-4),Larry Fedora,8,4,12,1,
north-carolina,2011,Everett Withers (7-6),Everett Withers,7,6,13,1,
north-carolina,2010,Butch Davis (8-5),Butch Davis,8,5,13,1,
north-carolina,2009,Butch Davis (8-5),Butch Davis,8,5,13,1,
north-carolina,2008,Butch Davis (8-5),Butch Davis,8,5,13,1,
north-carolina,2007,Butch Davis (4-8),Butch Davis,4,8,12,1,
north-carolina,2006,John Bunting (3-9),John Bunting,3,9,12,1,
north-carolina,2005,John Bunting (5-6),John Bunting,5,6,11,1,
north-carolina,2004,John Bunting (6-6),John Bunting,6,6,12,1,
